"entropy";"pc";"bfr";"shf";"msi";"used";"blocked";"ratio"
"43.708333";"1.018559";"0.813509";"1.618557";"336.041667";"0.501302";"0";"0.300000"
"9.458333";"62.593673";"0.155508";"0.636397";"98.875000";"0.150331";"0";"0.000000"
"5.375000";"105.548377";"0.068238";"0.349716";"55.208333";"0.097064";"0";"0.000000"
"3.125000";"153.454224";"0.043286";"0.207957";"32.875000";"0.055279";"0";"0.000000"
"37.833333";"1.329252";"0.802322";"1.588595";"338.666667";"0.487453";"0";"0.150000"
"2.458333";"212.669974";"0.022094";"0.141026";"24.791667";"0.052320";"0";"0.000000"
"37.041667";"1.078232";"0.803230";"1.483748";"342.291667";"0.535275";"0";"0.240000"
"24.500000";"4.106032";"0.554786";"1.280595";"278.333333";"0.470644";"0";"0.000000"
"1.000000";"301.017534";"0.005181";"0.039668";"7.750000";"0.019058";"0";"0.000000"
"11.458333";"43.150720";"0.173263";"0.702188";"106.291667";"0.156960";"0";"0.000000"
"37.416667";"1.762932";"0.779043";"1.531059";"327.875000";"0.486861";"0";"0.000000"
"16.958333";"14.571265";"0.325578";"1.028282";"189.583333";"0.304096";"0";"0.000000"
"5.416667";"108.950823";"0.072340";"0.347570";"53.208333";"0.087240";"0";"0.000000"
"27.916667";"3.559797";"0.609145";"1.346372";"298.083333";"0.442945";"0";"0.000000"
"37.041667";"1.421252";"0.786177";"1.504230";"334.125000";"0.498935";"0";"0.000000"
"10.958333";"44.547238";"0.163233";"0.677000";"103.041667";"0.156368";"0";"0.000000"
"29.416667";"2.631801";"0.643684";"1.360146";"302.666667";"0.455019";"0";"0.000000"
"38.166667";"1.575064";"0.807155";"1.632637";"330.666667";"0.466738";"0";"0.150000"
"35.333333";"1.542963";"0.740429";"1.457235";"330.166667";"0.488163";"0";"0.130000"
"17.916667";"15.602623";"0.296368";"1.019335";"171.500000";"0.267992";"0";"0.000000"
"37.416667";"1.762932";"0.779043";"1.531059";"327.875000";"0.486861";"1";"0.170000"
"13.416667";"24.496762";"0.237925";"0.877677";"141.125000";"0.211411";"0";"0.000000"
"26.000000";"5.095637";"0.582346";"1.320229";"274.708333";"0.412997";"0";"0.000000"
"38.958333";"1.087470";"0.806446";"1.484753";"344.416667";"0.535985";"0";"0.130000"
"37.250000";"1.565744";"0.800763";"1.598533";"341.208333";"0.483902";"0";"0.000000"
"4.666667";"119.203135";"0.057396";"0.311777";"54.125000";"0.104995";"0";"0.000000"
"36.958333";"1.642569";"0.776172";"1.551681";"334.000000";"0.468277";"0";"0.000000"
"16.750000";"12.949719";"0.338406";"1.041496";"199.375000";"0.335819";"0";"0.000000"
"34.583333";"1.729559";"0.717188";"1.441001";"324.041667";"0.480350";"0";"0.000000"
"38.041667";"1.344529";"0.783668";"1.538566";"323.875000";"0.495265";"0";"0.000000"
"25.041667";"5.539743";"0.563540";"1.289719";"268.500000";"0.404356";"0";"0.000000"
"38.291667";"1.445948";"0.808107";"1.590448";"331.750000";"0.485677";"0";"0.000000"
"1.000000";"300.320268";"0.005181";"0.040128";"7.916667";"0.019531";"0";"0.000000"
"42.708333";"0.802524";"0.814031";"1.546883";"338.208333";"0.527817";"1";"0.180000"
"42.000000";"0.857240";"0.812936";"1.553861";"338.208333";"0.525568";"0";"0.000000"
"0.166667";"347.281960";"0.000000";"0.002351";"0.666667";"0.002367";"0";"0.000000"
"37.083333";"2.161162";"0.780847";"1.650492";"325.583333";"0.440933";"0";"0.000000"
"37.666667";"1.595385";"0.803579";"1.628629";"341.208333";"0.475379";"0";"0.000000"
"20.666667";"10.782274";"0.414842";"1.194926";"210.708333";"0.294508";"0";"0.000000"
"37.041667";"1.986279";"0.771332";"1.594883";"325.583333";"0.458925";"0";"0.000000"
"28.125000";"1.543410";"0.694424";"1.294233";"318.958333";"0.540601";"0";"0.080000"
"40.125000";"0.980714";"0.800781";"1.525541";"335.625000";"0.521780";"0";"0.000000"
"27.583333";"2.921752";"0.625321";"1.345387";"290.291667";"0.485914";"0";"0.000000"
"36.958333";"1.737878";"0.772601";"1.520771";"327.375000";"0.487571";"0";"0.000000"
"20.083333";"10.394321";"0.392118";"1.167979";"207.500000";"0.316643";"0";"0.000000"
"23.375000";"4.590156";"0.628865";"1.286127";"284.333333";"0.455611";"0";"0.000000"
"25.458333";"3.629341";"0.658021";"1.318908";"290.875000";"0.467685";"0";"0.000000"
"6.250000";"101.079686";"0.071750";"0.364734";"57.458333";"0.101326";"0";"0.000000"
"0.291667";"346.725408";"0.000000";"0.003057";"0.791667";"0.003078";"0";"0.000000"
"26.250000";"5.032869";"0.578415";"1.303142";"274.500000";"0.416193";"0";"0.000000"
"16.708333";"13.019469";"0.335015";"1.032133";"199.375000";"0.339015";"0";"0.000000"
"37.208333";"1.991289";"0.784330";"1.631210";"325.458333";"0.451468";"0";"0.000000"
"23.333333";"4.729619";"0.610209";"1.288720";"279.291667";"0.449692";"0";"0.000000"
"16.375000";"19.680004";"0.264393";"0.961648";"151.916667";"0.225971";"0";"0.000000"
"42.583333";"0.830093";"0.814819";"1.549489";"338.208333";"0.526160";"0";"0.000000"
"37.375000";"1.643897";"0.777501";"1.566450";"334.000000";"0.465199";"0";"0.330000"
"41.750000";"0.878454";"0.813054";"1.536942";"337.291667";"0.534446";"0";"0.000000"
"22.625000";"6.140596";"0.476995";"1.229918";"253.500000";"0.420691";"0";"0.000000"
"18.500000";"13.714881";"0.309331";"1.034252";"175.833333";"0.279119";"0";"0.000000"
"19.250000";"13.255270";"0.341290";"1.090408";"185.041667";"0.284564";"0";"0.000000"
"37.041667";"1.639583";"0.777647";"1.553649";"334.000000";"0.468750";"0";"0.000000"
"38.750000";"1.279272";"0.804447";"1.596395";"340.375000";"0.497869";"0";"0.000000"
"39.000000";"1.429203";"0.782907";"1.592425";"325.416667";"0.473248";"0";"0.000000"
"30.500000";"2.164593";"0.693334";"1.365872";"304.500000";"0.504616";"0";"0.000000"
"39.541667";"1.185421";"0.788087";"1.540389";"322.291667";"0.499290";"0";"0.000000"
"36.583333";"1.218014";"0.800481";"1.502680";"340.625000";"0.514205";"0";"0.170000"
"0.500000";"340.811168";"0.000000";"0.008775";"2.625000";"0.008878";"0";"0.200000"
"41.375000";"0.815880";"0.804185";"1.501901";"337.291667";"0.544034";"0";"0.000000"
"22.333333";"9.990240";"0.439467";"1.231446";"224.666667";"0.321496";"0";"0.000000"
"28.083333";"2.543852";"0.687627";"1.357902";"305.000000";"0.488045";"0";"0.000000"
"38.208333";"1.857823";"0.787717";"1.632735";"326.833333";"0.455729";"0";"0.000000"
"29.041667";"3.182747";"0.621849";"1.345683";"301.791667";"0.455611";"0";"0.000000"
"23.000000";"8.460996";"0.453598";"1.212781";"236.958333";"0.349550";"0";"0.000000"
"20.333333";"11.386562";"0.416173";"1.194631";"210.708333";"0.294034";"0";"0.000000"
"43.291667";"0.825870";"0.811367";"1.566170";"338.208333";"0.523201";"0";"0.190000"
"6.875000";"98.927655";"0.070060";"0.386712";"65.791667";"0.127604";"0";"0.000000"
"10.875000";"39.952309";"0.158792";"0.668111";"114.583333";"0.200284";"0";"0.000000"
"33.375000";"1.885759";"0.715359";"1.449555";"321.833333";"0.472656";"0";"0.000000"
"30.250000";"2.001968";"0.664251";"1.184939";"331.625000";"0.553149";"0";"0.620000"
"15.958333";"16.329581";"0.287877";"0.986877";"173.791667";"0.285630";"0";"0.000000"
"39.625000";"1.212210";"0.804740";"1.579413";"340.541667";"0.509115";"0";"0.000000"
"27.708333";"3.799558";"0.603410";"1.340917";"297.208333";"0.437973";"0";"0.000000"
"22.250000";"9.466568";"0.438299";"1.210668";"227.291667";"0.335109";"0";"0.000000"
"37.375000";"1.998975";"0.771444";"1.596820";"325.250000";"0.458570";"0";"0.000000"
"23.541667";"7.980156";"0.470306";"1.245906";"243.625000";"0.357008";"0";"0.000000"
"23.500000";"5.331832";"0.566711";"1.286349";"267.166667";"0.423177";"0";"0.000000"
"35.500000";"1.529009";"0.747707";"1.468701";"330.166667";"0.489228";"0";"0.000000"
"11.916667";"32.843976";"0.170680";"0.706757";"120.208333";"0.207741";"0";"0.000000"
"38.666667";"1.357279";"0.785019";"1.574139";"325.416667";"0.481061";"0";"0.000000"
"37.833333";"1.328443";"0.803476";"1.593435";"338.666667";"0.484493";"0";"0.160000"
"23.000000";"4.873435";"0.598565";"1.284344";"276.208333";"0.444247";"0";"0.000000"
"2.875000";"174.591725";"0.019809";"0.125930";"19.166667";"0.037997";"0";"0.000000"
"4.625000";"114.055943";"0.053960";"0.291232";"45.041667";"0.080492";"0";"0.000000"
"36.958333";"1.632867";"0.776833";"1.547521";"334.000000";"0.470644";"0";"0.000000"
"38.208333";"1.553149";"0.807369";"1.618997";"330.833333";"0.472775";"0";"0.130000"
"39.541667";"1.181549";"0.805324";"1.594681";"340.375000";"0.502604";"0";"0.170000"
"12.958333";"27.489525";"0.219703";"0.823342";"137.958333";"0.222420";"0";"0.000000"
"37.333333";"2.000051";"0.771500";"1.597248";"325.250000";"0.458452";"0";"0.000000"
"0.916667";"304.589156";"0.002314";"0.028178";"6.375000";"0.017874";"0";"0.000000"
"6.083333";"98.189476";"0.075426";"0.370590";"56.541667";"0.094934";"0";"0.000000"
"32.041667";"2.404180";"0.698899";"1.387458";"321.583333";"0.482481";"0";"0.120000"
"24.500000";"6.090137";"0.540327";"1.271151";"263.125000";"0.394413";"0";"0.000000"
"37.458333";"1.787846";"0.784370";"1.580681";"327.916667";"0.470052";"0";"0.000000"
"37.000000";"1.589870";"0.789626";"1.527959";"333.500000";"0.488400";"0";"0.180000"
"21.791667";"6.892392";"0.455589";"1.221593";"244.458333";"0.392756";"0";"0.000000"
"12.166667";"32.699200";"0.175821";"0.708039";"117.916667";"0.195313";"0";"0.000000"
"37.250000";"1.594664";"0.777447";"1.505925";"327.375000";"0.495028";"0";"0.000000"
"36.375000";"1.666035";"0.806505";"1.551448";"331.416667";"0.488755";"0";"0.160000"
"26.375000";"3.106287";"0.640657";"1.258248";"303.875000";"0.508286";"0";"0.500000"
"37.333333";"1.573115";"0.801463";"1.604819";"341.208333";"0.481889";"0";"0.000000"
"23.500000";"4.926777";"0.600953";"1.298564";"275.083333";"0.436553";"0";"0.000000"
"37.958333";"1.423164";"0.808164";"1.612857";"338.375000";"0.476326";"0";"0.000000"
"26.500000";"4.528702";"0.544122";"1.314331";"268.750000";"0.406605";"0";"0.000000"
"38.541667";"1.753942";"0.784130";"1.608345";"326.750000";"0.465791";"0";"0.000000"
"26.583333";"4.605825";"0.532528";"1.284673";"264.666667";"0.409801";"0";"0.000000"
"31.708333";"1.970756";"0.702227";"1.362308";"321.000000";"0.488045";"0";"0.110000"
"30.666667";"2.169476";"0.693045";"1.368757";"304.500000";"0.502841";"0";"0.000000"
"40.041667";"1.190617";"0.788707";"1.565990";"326.083333";"0.493016";"0";"0.000000"
"30.458333";"2.178772";"0.646310";"1.319361";"315.375000";"0.493608";"0";"0.000000"
"30.458333";"1.506868";"0.676905";"1.255499";"325.500000";"0.551847";"1";"0.270000"
"31.041667";"2.183786";"0.704773";"1.368881";"320.666667";"0.482718";"0";"0.000000"
"8.291667";"52.684188";"0.124085";"0.551069";"90.750000";"0.154830";"0";"0.000000"
"29.541667";"2.458058";"0.653117";"1.342475";"299.041667";"0.499053";"0";"0.000000"
"13.916667";"24.800494";"0.230093";"0.864872";"140.875000";"0.218040";"0";"0.000000"
"12.958333";"24.857645";"0.224169";"0.827264";"143.125000";"0.238045";"0";"0.000000"
"11.250000";"38.041895";"0.160419";"0.676252";"115.583333";"0.202296";"0";"0.000000"
"9.708333";"59.500618";"0.139850";"0.607173";"99.166667";"0.164773";"0";"0.000000"
"38.125000";"1.345569";"0.783929";"1.540763";"323.875000";"0.494673";"0";"0.000000"
"7.541667";"97.912994";"0.083477";"0.436683";"75.375000";"0.143703";"0";"0.000000"
"37.916667";"1.665557";"0.785207";"1.552035";"328.791667";"0.485677";"0";"0.530000"
"20.750000";"10.281257";"0.411143";"1.178137";"211.541667";"0.303622";"0";"0.000000"
"28.333333";"2.469982";"0.686612";"1.343979";"307.291667";"0.492306";"0";"0.000000"
"21.500000";"7.566842";"0.486389";"1.201009";"235.208333";"0.360204";"0";"0.000000"
"43.291667";"0.855810";"0.812441";"1.582150";"338.208333";"0.515388";"0";"0.220000"
"38.208333";"1.548061";"0.807213";"1.618232";"330.833333";"0.473130";"0";"0.130000"
"37.625000";"1.815955";"0.780262";"1.555224";"326.375000";"0.476799";"1";"0.160000"
"36.291667";"1.560960";"0.768372";"1.483461";"334.166667";"0.491477";"0";"0.000000"
"20.583333";"7.649129";"0.434396";"1.143909";"234.916667";"0.404711";"0";"0.000000"
"13.750000";"19.910531";"0.246427";"0.879393";"154.750000";"0.258286";"0";"0.000000"
"37.083333";"2.162229";"0.780594";"1.647929";"325.583333";"0.441761";"0";"0.000000"
"17.041667";"18.738125";"0.276314";"0.987088";"158.083333";"0.238400";"0";"0.000000"
"39.208333";"1.073622";"0.805584";"1.485768";"344.416667";"0.535985";"0";"0.130000"
"43.291667";"0.953862";"0.818771";"1.606116";"336.041667";"0.507221";"0";"0.330000"
"0.208333";"346.764293";"0.000000";"0.003752";"1.125000";"0.003788";"0";"0.120000"
"28.416667";"2.519559";"0.622596";"1.304166";"292.125000";"0.504972";"0";"0.000000"
"16.541667";"14.865768";"0.310587";"1.006385";"184.291667";"0.298887";"0";"0.000000"
"21.333333";"7.609298";"0.486028";"1.199245";"235.250000";"0.360677";"0";"0.000000"
"4.291667";"161.525011";"0.040527";"0.224907";"34.791667";"0.063210";"0";"0.000000"
"43.125000";"0.963371";"0.815170";"1.604436";"336.041667";"0.506274";"1";"0.380000"
"20.000000";"10.379243";"0.404185";"1.167239";"216.916667";"0.333097";"0";"0.000000"
"28.166667";"1.739260";"0.688032";"1.318932";"316.541667";"0.526752";"0";"0.080000"
"39.666667";"0.990188";"0.818728";"1.498472";"344.291667";"0.539773";"0";"0.000000"
"13.333333";"21.251618";"0.246905";"0.872395";"151.958333";"0.247277";"0";"0.000000"
"2.125000";"245.281982";"0.021080";"0.124862";"21.375000";"0.043442";"0";"0.000000"
"15.875000";"17.627530";"0.293036";"0.975737";"174.708333";"0.279948";"0";"0.000000"
"36.375000";"1.742843";"0.769412";"1.537130";"325.125000";"0.476089";"0";"0.000000"
"29.125000";"2.909801";"0.622138";"1.368779";"295.916667";"0.440459";"0";"0.000000"
"31.541667";"2.200227";"0.677521";"1.375410";"310.875000";"0.470881";"0";"0.140000"
"28.625000";"3.166477";"0.619029";"1.339719";"301.791667";"0.453954";"0";"0.000000"
"15.708333";"21.837519";"0.260651";"0.946344";"148.583333";"0.217330";"0";"0.000000"
"28.500000";"2.401551";"0.685292";"1.336285";"307.291667";"0.495265";"0";"0.150000"
"36.833333";"1.366055";"0.801285";"1.600045";"343.125000";"0.476681";"0";"0.000000"
"13.750000";"27.285920";"0.194511";"0.784895";"131.416667";"0.224077";"0";"0.000000"
"41.916667";"0.847202";"0.810698";"1.546108";"338.208333";"0.527344";"0";"0.000000"
"39.125000";"1.103044";"0.816316";"1.496547";"343.500000";"0.541193";"0";"0.000000"
"37.708333";"1.591638";"0.798769";"1.610219";"328.375000";"0.468868";"0";"0.000000"
"30.875000";"2.307738";"0.664827";"1.362007";"305.041667";"0.467211";"0";"0.000000"
"30.291667";"2.736429";"0.639776";"1.372964";"312.500000";"0.465672";"0";"0.000000"
"19.500000";"12.327823";"0.336041";"1.085656";"187.041667";"0.296520";"0";"0.000000"
"29.541667";"2.632430";"0.694220";"1.340688";"315.083333";"0.489228";"0";"0.210000"
"29.791667";"2.042657";"0.662884";"1.194387";"331.625000";"0.549479";"1";"0.600000"
"24.750000";"4.034832";"0.557157";"1.271268";"278.875000";"0.477391";"0";"0.000000"
"28.500000";"2.490037";"0.630853";"1.307868";"293.041667";"0.506155";"0";"0.000000"
"29.458333";"2.546479";"0.657131";"1.351673";"299.041667";"0.493963";"0";"0.000000"
"22.833333";"8.963569";"0.437854";"1.215209";"229.583333";"0.338778";"0";"0.000000"
"11.500000";"35.935612";"0.164678";"0.671128";"111.708333";"0.185014";"0";"0.000000"
"0.625000";"300.347634";"0.002662";"0.022201";"4.083333";"0.010180";"0";"0.080000"
"24.541667";"6.834416";"0.492791";"1.277950";"253.333333";"0.368253";"0";"0.000000"
"13.416667";"28.040344";"0.189104";"0.753766";"127.625000";"0.216027";"0";"0.000000"
"16.208333";"15.092102";"0.303506";"1.007971";"182.166667";"0.303741";"0";"0.000000"
"26.958333";"4.165999";"0.581228";"1.341604";"275.750000";"0.411695";"0";"0.000000"
"41.083333";"0.856955";"0.807722";"1.528742";"338.208333";"0.532434";"0";"0.130000"
"26.500000";"3.452524";"0.614003";"1.333137";"287.958333";"0.482599";"0";"0.000000"
"35.791667";"1.739969";"0.796600";"1.547760";"332.625000";"0.479285";"0";"0.000000"
"31.125000";"2.109301";"0.706139";"1.393949";"320.500000";"0.477391";"0";"0.000000"
"31.125000";"2.371071";"0.695642";"1.345044";"323.333333";"0.496330";"0";"0.180000"
"13.416667";"24.786232";"0.236176";"0.875553";"141.458333";"0.214489";"0";"0.000000"
"6.083333";"87.947577";"0.071371";"0.347872";"51.666667";"0.083570";"0";"0.000000"
"30.083333";"1.949967";"0.692253";"1.319830";"315.250000";"0.514086";"0";"0.120000"
"0.833333";"303.565097";"0.004345";"0.034465";"6.291667";"0.015388";"0";"0.110000"
"13.250000";"27.661385";"0.215655";"0.809187";"138.375000";"0.223603";"0";"0.000000"
"16.625000";"15.093417";"0.312871";"1.012380";"184.291667";"0.296283";"0";"0.000000"
"19.916667";"9.514947";"0.375948";"1.098019";"215.000000";"0.366596";"0";"0.000000"
"22.500000";"9.164706";"0.437347";"1.214747";"229.250000";"0.339252";"0";"0.000000"
"26.583333";"5.060105";"0.536424";"1.313685";"265.625000";"0.392992";"0";"0.000000"
"22.375000";"6.715320";"0.477844";"1.254770";"248.166667";"0.392164";"0";"0.000000"
"26.583333";"4.800524";"0.549337";"1.327187";"268.750000";"0.399740";"0";"0.000000"
"41.333333";"0.902886";"0.800519";"1.558178";"337.291667";"0.521662";"0";"0.000000"
"39.000000";"1.290115";"0.805267";"1.556758";"341.416667";"0.509706";"0";"0.000000"
"11.458333";"41.028254";"0.183480";"0.719406";"111.541667";"0.163826";"0";"0.000000"
"38.791667";"1.087417";"0.802632";"1.525882";"341.541667";"0.523082";"0";"0.000000"
"13.583333";"20.414031";"0.248413";"0.877472";"153.625000";"0.252486";"0";"0.000000"
"13.166667";"25.046078";"0.241262";"0.875685";"141.125000";"0.207860";"0";"0.000000"
"13.916667";"21.783006";"0.238983";"0.867016";"150.833333";"0.251776";"0";"0.000000"
"30.958333";"2.385076";"0.696474";"1.344686";"323.333333";"0.494910";"0";"0.210000"
"14.000000";"20.817048";"0.251739";"0.885208";"155.208333";"0.254616";"0";"0.000000"
"17.291667";"18.299423";"0.282813";"0.996808";"162.333333";"0.246804";"0";"0.000000"
"28.500000";"3.228385";"0.617896";"1.337740";"301.791667";"0.455137";"0";"0.000000"
"28.750000";"2.401477";"0.686710";"1.342193";"307.291667";"0.493845";"0";"0.140000"
"39.333333";"1.377954";"0.810529";"1.605371";"328.833333";"0.481179";"0";"0.240000"
"32.666667";"1.901961";"0.689015";"1.366246";"325.500000";"0.504972";"0";"0.000000"
"6.083333";"88.133961";"0.083276";"0.409035";"68.375000";"0.123461";"0";"0.000000"
"3.625000";"170.054288";"0.027622";"0.171438";"27.625000";"0.055043";"0";"0.000000"
"34.250000";"1.774618";"0.719522";"1.450638";"323.166667";"0.476681";"0";"0.000000"
"12.083333";"33.505051";"0.206410";"0.777870";"123.458333";"0.181700";"0";"0.000000"
"18.041667";"15.614854";"0.306528";"1.029260";"174.625000";"0.273438";"0";"0.000000"
"17.125000";"18.556578";"0.284641";"1.000164";"161.916667";"0.243963";"0";"0.000000"
"30.166667";"2.903010";"0.638525";"1.372355";"312.500000";"0.463068";"0";"0.000000"
"32.166667";"1.844309";"0.701348";"1.379388";"319.958333";"0.490412";"0";"0.420000"
"38.125000";"1.456558";"0.809098";"1.596818";"331.750000";"0.482836";"0";"0.000000"
"3.166667";"185.622703";"0.015148";"0.121537";"21.458333";"0.049361";"0";"0.000000"
"19.833333";"10.520381";"0.404330";"1.167436";"218.166667";"0.337476";"0";"0.000000"
"43.958333";"0.951317";"0.817724";"1.616574";"336.041667";"0.504735";"0";"0.150000"
"3.208333";"196.160881";"0.015241";"0.129220";"24.166667";"0.057055";"0";"0.000000"
"37.458333";"1.741992";"0.768334";"1.521494";"327.083333";"0.485085";"0";"0.190000"
"9.000000";"75.964665";"0.111131";"0.532140";"89.166667";"0.159564";"0";"0.000000"
"25.458333";"6.416305";"0.497695";"1.294356";"254.916667";"0.372159";"0";"0.000000"
"36.791667";"1.711084";"0.770734";"1.517149";"327.375000";"0.487808";"0";"0.000000"
"19.500000";"11.065234";"0.379942";"1.111173";"202.458333";"0.319721";"0";"0.000000"
"38.208333";"1.343479";"0.802260";"1.589645";"339.166667";"0.486979";"0";"0.000000"
"37.291667";"1.037609";"0.805472";"1.473716";"342.291667";"0.541075";"0";"0.580000"
"38.875000";"1.078188";"0.806398";"1.482807";"343.500000";"0.540956";"0";"0.220000"
"9.000000";"54.414625";"0.119243";"0.527498";"87.958333";"0.150805";"0";"0.000000"
"20.416667";"9.154727";"0.420165";"1.162891";"217.458333";"0.337003";"0";"0.000000"
"39.416667";"1.134287";"0.808466";"1.499537";"343.500000";"0.535393";"0";"0.240000"
"38.583333";"1.314564";"0.805814";"1.602501";"340.375000";"0.494318";"0";"0.000000"
"13.875000";"19.636479";"0.256496";"0.897347";"157.000000";"0.255682";"0";"0.000000"
"12.750000";"30.268773";"0.185471";"0.751747";"126.416667";"0.214844";"0";"0.000000"
"39.375000";"1.207247";"0.803152";"1.569613";"340.541667";"0.511364";"0";"0.000000"
"39.041667";"1.103207";"0.807634";"1.491865";"343.500000";"0.538116";"0";"0.220000"
"25.583333";"5.285389";"0.562251";"1.290260";"271.375000";"0.412642";"0";"0.000000"
"18.083333";"15.310437";"0.305174";"1.028295";"174.625000";"0.273674";"0";"0.000000"
"11.458333";"39.877624";"0.176393";"0.702166";"111.541667";"0.170455";"0";"0.000000"
"39.041667";"1.109013";"0.801205";"1.505400";"344.416667";"0.530185";"0";"0.000000"
"17.791667";"12.670378";"0.357817";"1.048599";"194.375000";"0.309541";"0";"0.000000"
"31.458333";"2.126596";"0.690033";"1.388690";"317.083333";"0.472301";"0";"0.000000"
"17.458333";"17.588452";"0.282028";"0.990029";"162.333333";"0.247751";"0";"0.000000"
"15.541667";"22.391288";"0.265158";"0.958026";"148.541667";"0.212595";"0";"0.000000"
"4.583333";"118.995711";"0.043690";"0.236451";"35.916667";"0.063447";"0";"0.000000"
"19.583333";"12.294153";"0.337105";"1.090628";"187.041667";"0.295336";"0";"0.000000"
"13.125000";"24.407943";"0.221546";"0.828185";"143.125000";"0.240530";"0";"0.000000"
"41.125000";"0.898573";"0.806850";"1.547189";"337.291667";"0.526752";"0";"0.160000"
"13.916667";"25.562456";"0.205172";"0.813592";"137.625000";"0.235914";"0";"0.000000"
"22.500000";"9.299955";"0.438642";"1.219235";"229.250000";"0.337831";"0";"0.000000"
"16.750000";"15.608922";"0.323945";"0.987149";"182.916667";"0.293561";"0";"0.000000"
"6.083333";"115.005412";"0.060670";"0.338756";"61.958333";"0.124763";"0";"0.000000"
"30.250000";"2.008891";"0.695885";"1.346490";"310.125000";"0.501302";"0";"0.000000"
"12.250000";"32.663282";"0.204795";"0.778636";"124.750000";"0.188092";"0";"0.000000"
"39.625000";"1.175888";"0.802710";"1.537692";"344.083333";"0.517045";"0";"0.000000"
"21.666667";"8.148773";"0.446538";"1.221588";"236.833333";"0.371449";"0";"0.000000"
"37.250000";"1.593875";"0.776807";"1.501383";"327.375000";"0.496686";"0";"0.000000"
"40.458333";"1.161923";"0.811092";"1.614836";"340.583333";"0.499408";"0";"0.000000"
"12.125000";"34.623938";"0.199175";"0.762986";"120.291667";"0.177320";"0";"0.000000"
"7.166667";"89.730086";"0.110922";"0.485959";"77.750000";"0.125829";"0";"0.000000"
"39.791667";"1.143603";"0.789199";"1.545929";"326.125000";"0.499408";"0";"0.260000"
"30.583333";"2.165975";"0.694067";"1.368433";"304.500000";"0.503670";"0";"0.000000"
"21.291667";"8.738825";"0.442569";"1.218581";"234.583333";"0.364820";"0";"0.000000"
"0.583333";"343.196822";"0.000000";"0.006229";"1.625000";"0.006274";"0";"0.000000"
"30.166667";"1.988972";"0.664041";"1.183039";"331.541667";"0.553622";"0";"0.700000"
"28.125000";"3.240782";"0.619302";"1.365707";"294.083333";"0.430753";"0";"0.000000"
"16.541667";"15.150829";"0.314567";"1.013440";"184.208333";"0.294152";"0";"0.000000"
"38.541667";"1.251644";"0.814542";"1.536206";"344.083333";"0.517637";"0";"0.160000"
"37.125000";"1.956748";"0.770068";"1.589838";"325.583333";"0.461884";"0";"0.000000"
"30.833333";"2.206313";"0.698013";"1.387461";"304.500000";"0.497277";"0";"0.000000"
"32.583333";"2.429146";"0.692625";"1.465442";"316.583333";"0.460227";"0";"0.190000"
"38.208333";"1.555524";"0.806922";"1.617846";"330.833333";"0.473011";"0";"0.000000"
"36.000000";"1.838106";"0.782252";"1.568966";"328.625000";"0.463187";"0";"0.000000"
"30.458333";"1.816446";"0.698944";"1.250831";"336.041667";"0.557173";"0";"0.760000"
"41.500000";"0.850127";"0.811678";"1.522184";"337.291667";"0.538707";"0";"0.000000"
"30.958333";"2.008039";"0.649074";"1.307523";"318.333333";"0.507457";"0";"0.000000"
"29.583333";"2.628911";"0.643732";"1.356262";"302.666667";"0.455848";"0";"0.000000"
"38.375000";"1.496633";"0.806101";"1.619958";"330.833333";"0.472893";"0";"0.140000"
"22.416667";"9.373694";"0.438666";"1.212586";"227.291667";"0.334754";"0";"0.000000"
"28.000000";"2.816618";"0.681207";"1.306296";"313.041667";"0.489938";"0";"0.140000"
"20.833333";"7.689167";"0.430295";"1.142955";"233.625000";"0.402344";"0";"0.000000"
"23.958333";"4.230345";"0.538776";"1.271358";"272.333333";"0.454427";"0";"0.000000"
"27.083333";"5.137031";"0.538802";"1.325447";"265.625000";"0.389796";"0";"0.000000"
"7.125000";"63.778592";"0.096458";"0.468502";"76.750000";"0.137192";"0";"0.000000"
"17.041667";"12.482163";"0.347146";"1.052022";"203.833333";"0.345052";"0";"0.000000"
"8.250000";"66.018579";"0.141996";"0.578796";"91.958333";"0.140625";"0";"0.000000"
"35.166667";"2.023231";"0.801400";"1.660308";"343.500000";"0.443892";"0";"0.150000"
"42.958333";"0.748259";"0.811731";"1.527095";"338.208333";"0.535038";"0";"0.000000"
"10.291667";"41.053235";"0.166106";"0.673225";"112.625000";"0.187027";"0";"0.000000"
"12.083333";"32.987072";"0.175899";"0.706694";"117.458333";"0.193892";"0";"0.000000"
"38.208333";"1.334516";"0.788759";"1.544527";"323.583333";"0.495384";"0";"0.000000"
"30.750000";"2.188362";"0.694409";"1.374691";"304.500000";"0.501065";"0";"0.000000"
"26.500000";"5.535358";"0.538715";"1.321869";"265.125000";"0.384943";"0";"0.000000"
"22.250000";"9.413999";"0.437541";"1.208940";"227.291667";"0.336056";"0";"0.000000"
"6.125000";"120.643457";"0.063647";"0.358885";"61.541667";"0.120620";"0";"0.000000"
"43.708333";"0.922937";"0.815620";"1.603290";"337.916667";"0.509115";"0";"0.000000"
"40.875000";"1.078482";"0.800097";"1.593777";"340.416667";"0.504972";"0";"0.000000"
"6.250000";"97.342004";"0.082070";"0.382666";"58.833333";"0.094934";"0";"0.000000"
"17.875000";"15.693557";"0.306312";"1.027871";"174.625000";"0.273674";"0";"0.000000"
