entropy, bfr, shf, used, blocked, ratio
39.375000, 0.816922 , 1.498096 , 0.535038 , 0 , 0.00
39.375000, 0.816922 , 1.498096 , 0.535038 , 1 , 0.12
39.541667, 0.817035 , 1.493703 , 0.537169 , 0 , 0.12
39.625000, 0.816200 , 1.490347 , 0.538944 , 0 , 0.12
39.625000, 0.816615 , 1.488747 , 0.539891 , 0 , 0.12
39.875000, 0.814795 , 1.520536 , 0.528764 , 0 , 0.12
39.875000, 0.814217 , 1.514757 , 0.530421 , 0 , 0.11
39.791667, 0.813698 , 1.509491 , 0.532079 , 0 , 0.11
39.791667, 0.812980 , 1.506216 , 0.533499 , 0 , 0.11
39.625000, 0.812052 , 1.500806 , 0.534920 , 0 , 0.12
39.625000, 0.812052 , 1.500806 , 0.534920 , 1 , 0.19
39.375000, 0.809492 , 1.520282 , 0.524976 , 1 , 0.19
39.458333, 0.812960 , 1.518107 , 0.526870 , 0 , 0.19
39.458333, 0.812960 , 1.518107 , 0.526870 , 1 , 0.32
39.625000, 0.813597 , 1.566478 , 0.508641 , 0 , 0.34
39.625000, 0.813189 , 1.564158 , 0.509351 , 0 , 0.37
39.625000, 0.816571 , 1.568220 , 0.511245 , 0 , 0.39
39.625000, 0.816300 , 1.566224 , 0.511719 , 0 , 0.43
39.625000, 0.815607 , 1.564779 , 0.512429 , 0 , 0.41
39.458333, 0.815481 , 1.563147 , 0.512784 , 0 , 0.44
39.458333, 0.815281 , 1.561760 , 0.513494 , 0 , 0.36
39.458333, 0.815138 , 1.560466 , 0.513849 , 0 , 0.21
39.208333, 0.815138 , 1.570203 , 0.505090 , 0 , 0.23
39.041667, 0.814147 , 1.563036 , 0.506984 , 0 , 0.00
39.291667, 0.816394 , 1.557543 , 0.509825 , 0 , 0.00
39.375000, 0.816089 , 1.554951 , 0.510772 , 0 , 0.00
39.458333, 0.819730 , 1.551027 , 0.513613 , 0 , 0.00
39.375000, 0.819579 , 1.550010 , 0.513849 , 0 , 0.00
39.375000, 0.819556 , 1.549481 , 0.513968 , 0 , 0.00
39.375000, 0.819372 , 1.547992 , 0.514915 , 0 , 0.00
39.375000, 0.819084 , 1.545141 , 0.515625 , 0 , 0.00
39.375000, 0.818499 , 1.540731 , 0.517519 , 0 , 0.00
39.375000, 0.820535 , 1.557400 , 0.512429 , 0 , 0.00
39.375000, 0.820112 , 1.556106 , 0.512784 , 0 , 0.00
39.375000, 0.820112 , 1.556106 , 0.512784 , 1 , 0.14
39.208333, 0.819571 , 1.551861 , 0.513849 , 0 , 0.15
39.291667, 0.821149 , 1.549661 , 0.515625 , 0 , 0.15
39.125000, 0.821041 , 1.548273 , 0.515862 , 0 , 0.15
38.958333, 0.823474 , 1.563449 , 0.509470 , 0 , 0.15
38.791667, 0.822624 , 1.555586 , 0.511837 , 0 , 0.16
38.791667, 0.822169 , 1.552126 , 0.513021 , 0 , 0.15
38.791667, 0.821878 , 1.550244 , 0.513849 , 0 , 0.16
38.791667, 0.821637 , 1.547849 , 0.514560 , 0 , 0.15
38.958333, 0.822323 , 1.554003 , 0.512902 , 1 , 0.30
38.958333, 0.823318 , 1.549612 , 0.514796 , 0 , 0.16
39.125000, 0.823643 , 1.561099 , 0.510890 , 0 , 0.15
39.125000, 0.823565 , 1.560163 , 0.511127 , 0 , 0.17
39.125000, 0.823305 , 1.557583 , 0.511837 , 0 , 0.16
39.208333, 0.822609 , 1.551326 , 0.513968 , 0 , 0.15
39.125000, 0.822092 , 1.547562 , 0.514915 , 0 , 0.16
39.125000, 0.821802 , 1.546098 , 0.515388 , 0 , 0.16
39.375000, 0.822607 , 1.541459 , 0.518229 , 0 , 0.16
39.500000, 0.824376 , 1.569821 , 0.507457 , 0 , 0.17
39.500000, 0.825611 , 1.568046 , 0.508404 , 0 , 0.00
39.500000, 0.825611 , 1.568046 , 0.508404 , 1 , 0.19
39.416667, 0.825471 , 1.566757 , 0.508759 , 0 , 0.20
39.500000, 0.825419 , 1.571021 , 0.507102 , 0 , 0.19
39.500000, 0.825419 , 1.571021 , 0.507102 , 1 , 0.30
39.500000, 0.825190 , 1.568964 , 0.507813 , 0 , 0.33
39.333333, 0.824715 , 1.564286 , 0.508878 , 0 , 0.32
39.500000, 0.825676 , 1.570824 , 0.506037 , 0 , 0.34
39.500000, 0.826207 , 1.567472 , 0.507457 , 0 , 0.34
39.500000, 0.826207 , 1.567472 , 0.507457 , 1 , 0.44
39.416667, 0.825187 , 1.561336 , 0.509115 , 0 , 0.45
39.166667, 0.823528 , 1.573689 , 0.501539 , 0 , 0.29
39.166667, 0.822911 , 1.569874 , 0.502959 , 0 , 0.26
39.083333, 0.822621 , 1.566291 , 0.503906 , 0 , 0.24
39.250000, 0.822201 , 1.561249 , 0.506392 , 0 , 0.12
39.500000, 0.820570 , 1.573671 , 0.498816 , 0 , 0.12
39.500000, 0.821489 , 1.571888 , 0.499527 , 0 , 0.12
39.583333, 0.821819 , 1.574416 , 0.502841 , 0 , 0.11
39.583333, 0.821628 , 1.572187 , 0.503788 , 0 , 0.11
39.666667, 0.820473 , 1.573680 , 0.502959 , 0 , 0.00
39.500000, 0.819962 , 1.567896 , 0.504380 , 0 , 0.00
39.500000, 0.819867 , 1.566770 , 0.504735 , 0 , 0.00
39.500000, 0.819442 , 1.565078 , 0.505919 , 0 , 0.00
39.500000, 0.818515 , 1.559801 , 0.508049 , 0 , 0.00
39.666667, 0.817924 , 1.575078 , 0.503078 , 0 , 0.00
39.500000, 0.817464 , 1.570800 , 0.504143 , 0 , 0.00
39.500000, 0.816578 , 1.567233 , 0.506037 , 0 , 0.00
39.416667, 0.816868 , 1.561041 , 0.508878 , 0 , 0.00
39.333333, 0.816014 , 1.566076 , 0.505682 , 0 , 0.00
39.333333, 0.815435 , 1.562929 , 0.506629 , 0 , 0.00
39.333333, 0.815599 , 1.561436 , 0.507221 , 0 , 0.00
39.333333, 0.814763 , 1.557749 , 0.508878 , 0 , 0.00
39.166667, 0.814758 , 1.568754 , 0.504972 , 0 , 0.00
39.000000, 0.814372 , 1.564356 , 0.506037 , 0 , 0.00
39.000000, 0.814372 , 1.564356 , 0.506037 , 1 , 0.12
39.000000, 0.814003 , 1.561963 , 0.506866 , 0 , 0.11
39.000000, 0.813827 , 1.560889 , 0.507339 , 0 , 0.12
39.250000, 0.814493 , 1.567396 , 0.507102 , 0 , 0.12
39.000000, 0.814248 , 1.564960 , 0.507576 , 0 , 0.12
39.000000, 0.814178 , 1.564239 , 0.507813 , 0 , 0.13
38.541667, 0.813253 , 1.573956 , 0.501302 , 0 , 0.14
38.541667, 0.812960 , 1.571433 , 0.502131 , 0 , 0.14
38.625000, 0.811921 , 1.563062 , 0.504972 , 0 , 0.14
38.625000, 0.806271 , 1.578331 , 0.495975 , 0 , 0.13
38.625000, 0.806204 , 1.577599 , 0.496330 , 0 , 0.00
38.625000, 0.805863 , 1.575254 , 0.497277 , 0 , 0.00
38.708333, 0.805956 , 1.573106 , 0.499763 , 0 , 0.00
38.791667, 0.812686 , 1.576452 , 0.500710 , 0 , 0.00
38.458333, 0.807713 , 1.575498 , 0.498698 , 0 , 0.00
38.541667, 0.807211 , 1.574703 , 0.499645 , 0 , 0.00
38.458333, 0.807032 , 1.573011 , 0.500000 , 0 , 0.00
38.625000, 0.808767 , 1.569955 , 0.501894 , 0 , 0.00
38.791667, 0.806903 , 1.560792 , 0.505682 , 0 , 0.00
38.875000, 0.808684 , 1.571634 , 0.502249 , 0 , 0.00
38.875000, 0.808576 , 1.570574 , 0.502486 , 0 , 0.00
39.041667, 0.809846 , 1.566739 , 0.505327 , 0 , 0.00
39.041667, 0.809766 , 1.565913 , 0.505563 , 0 , 0.00
38.875000, 0.808862 , 1.558746 , 0.507457 , 0 , 0.00
38.958333, 0.807979 , 1.554440 , 0.509943 , 0 , 0.00
38.875000, 0.807741 , 1.552847 , 0.510417 , 0 , 0.00
38.833333, 0.809860 , 1.568830 , 0.504735 , 0 , 0.00
38.916667, 0.809350 , 1.567132 , 0.505682 , 0 , 0.00
38.916667, 0.809024 , 1.564792 , 0.506629 , 0 , 0.00
38.916667, 0.808951 , 1.564027 , 0.506866 , 0 , 0.00
38.916667, 0.808788 , 1.562440 , 0.507339 , 0 , 0.00
39.333333, 0.803221 , 1.599237 , 0.492188 , 0 , 0.00
39.333333, 0.803035 , 1.599036 , 0.492543 , 0 , 0.00
39.416667, 0.802542 , 1.597766 , 0.493963 , 0 , 0.00
39.583333, 0.802951 , 1.592534 , 0.496804 , 0 , 0.00
39.666667, 0.802337 , 1.591157 , 0.497869 , 0 , 0.00
39.666667, 0.801686 , 1.586586 , 0.499290 , 0 , 0.00
39.583333, 0.803726 , 1.605088 , 0.493608 , 0 , 0.00
39.500000, 0.803411 , 1.598586 , 0.495502 , 0 , 0.00
39.500000, 0.803411 , 1.598586 , 0.495502 , 1 , 0.19
39.500000, 0.804425 , 1.593136 , 0.497869 , 0 , 0.18
39.500000, 0.803986 , 1.589317 , 0.499290 , 0 , 0.17
39.416667, 0.802782 , 1.583947 , 0.501065 , 0 , 0.16
39.250000, 0.805032 , 1.592797 , 0.497633 , 0 , 0.16
39.166667, 0.807147 , 1.591264 , 0.499053 , 0 , 0.17
39.166667, 0.807546 , 1.592906 , 0.497751 , 0 , 0.18
39.166667, 0.806671 , 1.585179 , 0.500237 , 0 , 0.16
39.416667, 0.808311 , 1.599336 , 0.495620 , 0 , 0.16
39.416667, 0.808140 , 1.597715 , 0.496212 , 0 , 0.15
39.416667, 0.807776 , 1.593437 , 0.497277 , 0 , 0.00
40.000000, 0.810013 , 1.610905 , 0.492069 , 0 , 0.00
40.250000, 0.808496 , 1.602374 , 0.494910 , 0 , 0.00
40.166667, 0.809075 , 1.611082 , 0.491241 , 0 , 0.00
40.166667, 0.808600 , 1.608727 , 0.491951 , 0 , 0.00
40.166667, 0.808145 , 1.604025 , 0.493608 , 0 , 0.00
40.083333, 0.808036 , 1.602904 , 0.493845 , 0 , 0.00
40.208333, 0.810388 , 1.626682 , 0.486979 , 0 , 0.00
40.208333, 0.810132 , 1.624954 , 0.487926 , 0 , 0.00
40.208333, 0.809477 , 1.621035 , 0.489347 , 0 , 0.00
40.208333, 0.809395 , 1.620037 , 0.489583 , 0 , 0.00
40.458333, 0.808342 , 1.612901 , 0.492898 , 0 , 0.00
40.458333, 0.808342 , 1.612901 , 0.492898 , 1 , 0.15
40.458333, 0.807752 , 1.607631 , 0.494673 , 0 , 0.14
40.458333, 0.807512 , 1.605748 , 0.495502 , 0 , 0.13
40.625000, 0.805890 , 1.600685 , 0.498343 , 0 , 0.13
40.208333, 0.811171 , 1.627071 , 0.488636 , 0 , 0.13
40.208333, 0.810982 , 1.626379 , 0.489110 , 0 , 0.14
40.583333, 0.814130 , 1.656825 , 0.477865 , 0 , 0.16
40.583333, 0.813308 , 1.648157 , 0.480350 , 0 , 0.16
40.583333, 0.812971 , 1.646776 , 0.481297 , 0 , 0.15
40.500000, 0.812720 , 1.643884 , 0.482008 , 0 , 0.15
40.500000, 0.811556 , 1.635765 , 0.484848 , 0 , 0.00
40.833333, 0.812006 , 1.644526 , 0.483546 , 0 , 0.00
40.833333, 0.811310 , 1.636960 , 0.485914 , 0 , 0.00
41.000000, 0.810236 , 1.634779 , 0.488281 , 0 , 0.00
40.833333, 0.809701 , 1.630817 , 0.489347 , 0 , 0.00
40.625000, 0.805462 , 1.655477 , 0.477746 , 0 , 0.00
40.375000, 0.804944 , 1.649117 , 0.479167 , 0 , 0.00
40.208333, 0.804767 , 1.647132 , 0.479640 , 0 , 0.00
40.041667, 0.804223 , 1.641957 , 0.481061 , 0 , 0.00
40.125000, 0.804578 , 1.638433 , 0.482955 , 0 , 0.00
40.125000, 0.804578 , 1.638433 , 0.482955 , 1 , 0.15
39.875000, 0.804073 , 1.632388 , 0.484375 , 0 , 0.17
39.291667, 0.806355 , 1.649820 , 0.477154 , 0 , 0.18
39.375000, 0.805433 , 1.646278 , 0.478812 , 0 , 0.17
39.375000, 0.805266 , 1.645515 , 0.479285 , 0 , 0.18
39.291667, 0.804376 , 1.640863 , 0.480705 , 0 , 0.15
39.375000, 0.803235 , 1.634344 , 0.483191 , 0 , 0.14
39.458333, 0.807926 , 1.636303 , 0.484967 , 0 , 0.13
39.458333, 0.807772 , 1.634605 , 0.485559 , 0 , 0.13
39.375000, 0.804649 , 1.648748 , 0.479522 , 0 , 0.14
39.375000, 0.804480 , 1.647269 , 0.479995 , 0 , 0.00
39.375000, 0.804003 , 1.644126 , 0.481416 , 0 , 0.00
39.375000, 0.803400 , 1.638452 , 0.483191 , 0 , 0.00
39.291667, 0.803250 , 1.636684 , 0.483665 , 0 , 0.00
39.375000, 0.804325 , 1.643642 , 0.481534 , 0 , 0.00
39.458333, 0.805844 , 1.643361 , 0.484020 , 0 , 0.00
39.541667, 0.804975 , 1.637275 , 0.486506 , 0 , 0.00
39.541667, 0.804811 , 1.635607 , 0.486979 , 0 , 0.00
39.541667, 0.804605 , 1.633716 , 0.487571 , 0 , 0.00
39.541667, 0.805996 , 1.642821 , 0.483902 , 0 , 0.00
39.458333, 0.805476 , 1.637671 , 0.485677 , 0 , 0.00
39.458333, 0.805369 , 1.636743 , 0.485914 , 0 , 0.00
39.458333, 0.804970 , 1.635297 , 0.486624 , 0 , 0.00
39.041667, 0.803665 , 1.634077 , 0.483428 , 0 , 0.00
39.083333, 0.803638 , 1.633779 , 0.483546 , 0 , 0.00
39.083333, 0.803259 , 1.631498 , 0.484375 , 0 , 0.00
39.083333, 0.808318 , 1.645153 , 0.478220 , 0 , 0.00
39.083333, 0.808035 , 1.643148 , 0.478930 , 0 , 0.00
39.083333, 0.807883 , 1.641480 , 0.479403 , 0 , 0.00
39.083333, 0.807839 , 1.641228 , 0.479522 , 0 , 0.00
39.166667, 0.807054 , 1.637817 , 0.481297 , 0 , 0.00
39.416667, 0.806457 , 1.639721 , 0.480824 , 0 , 0.00
39.333333, 0.805457 , 1.634894 , 0.482955 , 0 , 0.00
39.416667, 0.805212 , 1.634172 , 0.483665 , 0 , 0.00
39.416667, 0.804556 , 1.630101 , 0.485085 , 0 , 0.00
39.500000, 0.804536 , 1.625490 , 0.486979 , 0 , 0.00
39.583333, 0.806786 , 1.641561 , 0.481416 , 0 , 0.00
39.750000, 0.805943 , 1.636224 , 0.483310 , 0 , 0.00
39.500000, 0.805201 , 1.627548 , 0.485440 , 0 , 0.00
39.500000, 0.804961 , 1.625025 , 0.486269 , 0 , 0.00
39.750000, 0.803751 , 1.634533 , 0.481061 , 0 , 0.00
39.833333, 0.802951 , 1.629135 , 0.482836 , 0 , 0.00
39.833333, 0.802580 , 1.626775 , 0.483546 , 0 , 0.00
40.083333, 0.803764 , 1.619058 , 0.487334 , 0 , 0.00
40.000000, 0.803802 , 1.623775 , 0.485085 , 0 , 0.00
40.000000, 0.803544 , 1.621679 , 0.485795 , 0 , 0.00
40.000000, 0.803004 , 1.616862 , 0.487216 , 0 , 0.00
40.000000, 0.803004 , 1.616862 , 0.487216 , 1 , 0.15
39.916667, 0.802604 , 1.613615 , 0.488045 , 0 , 0.14
40.083333, 0.804941 , 1.628203 , 0.482008 , 0 , 0.14
40.083333, 0.804358 , 1.624924 , 0.483191 , 0 , 0.13
40.083333, 0.803147 , 1.617013 , 0.486032 , 0 , 0.13
40.083333, 0.803000 , 1.616284 , 0.486269 , 0 , 0.14
40.083333, 0.802148 , 1.610040 , 0.488400 , 0 , 0.14
40.000000, 0.801290 , 1.605527 , 0.486742 , 0 , 0.14
39.833333, 0.800329 , 1.600069 , 0.488636 , 0 , 0.14
39.666667, 0.800072 , 1.596685 , 0.489347 , 0 , 0.15
39.666667, 0.798957 , 1.589176 , 0.492188 , 0 , 0.00
39.583333, 0.798585 , 1.586680 , 0.492898 , 0 , 0.00
39.583333, 0.799646 , 1.584702 , 0.493608 , 0 , 0.00
39.666667, 0.799133 , 1.582176 , 0.494555 , 0 , 0.00
39.750000, 0.799548 , 1.581341 , 0.495975 , 0 , 0.00
39.750000, 0.799293 , 1.580042 , 0.496567 , 0 , 0.00
39.791667, 0.799154 , 1.578374 , 0.497041 , 0 , 0.00
39.791667, 0.798847 , 1.575815 , 0.497751 , 0 , 0.00
39.875000, 0.800125 , 1.574272 , 0.498935 , 0 , 0.00
39.875000, 0.799722 , 1.572074 , 0.499527 , 0 , 0.00
40.125000, 0.798708 , 1.595881 , 0.490057 , 0 , 0.00
40.208333, 0.798518 , 1.589785 , 0.492898 , 0 , 0.00
40.208333, 0.798390 , 1.587588 , 0.493490 , 0 , 0.00
40.208333, 0.797093 , 1.578919 , 0.495975 , 0 , 0.00
40.208333, 0.798529 , 1.574744 , 0.497633 , 0 , 0.00
40.041667, 0.797341 , 1.568251 , 0.499290 , 0 , 0.00
40.458333, 0.797506 , 1.575607 , 0.496567 , 0 , 0.00
40.541667, 0.789622 , 1.572596 , 0.494555 , 0 , 0.00
40.541667, 0.789460 , 1.571352 , 0.495028 , 0 , 0.00
40.708333, 0.796985 , 1.574097 , 0.497514 , 0 , 0.00
40.708333, 0.796923 , 1.573629 , 0.497633 , 0 , 0.00
40.875000, 0.795918 , 1.569344 , 0.499763 , 0 , 0.00
40.875000, 0.795736 , 1.567552 , 0.500237 , 0 , 0.00
40.708333, 0.795071 , 1.561768 , 0.501657 , 0 , 0.00
40.791667, 0.796534 , 1.560156 , 0.503078 , 0 , 0.00
40.791667, 0.796394 , 1.559314 , 0.503551 , 0 , 0.00
41.041667, 0.797160 , 1.581985 , 0.493490 , 0 , 0.00
41.041667, 0.797925 , 1.579416 , 0.494673 , 0 , 0.00
41.041667, 0.798257 , 1.576556 , 0.495739 , 0 , 0.00
41.041667, 0.797858 , 1.573869 , 0.496449 , 0 , 0.00
41.041667, 0.797212 , 1.569887 , 0.497869 , 0 , 0.00
41.041667, 0.796643 , 1.565913 , 0.499290 , 0 , 0.00
41.041667, 0.796368 , 1.564295 , 0.500000 , 0 , 0.00
41.041667, 0.796055 , 1.561743 , 0.500710 , 0 , 0.00
40.875000, 0.787919 , 1.567919 , 0.495975 , 0 , 0.00
40.958333, 0.787057 , 1.564663 , 0.497869 , 0 , 0.00
40.958333, 0.788768 , 1.555936 , 0.501657 , 0 , 0.00
40.875000, 0.788694 , 1.555242 , 0.501776 , 0 , 0.00
41.041667, 0.788885 , 1.550690 , 0.505327 , 0 , 0.00
40.958333, 0.788262 , 1.544761 , 0.506984 , 0 , 0.00
41.041667, 0.789915 , 1.543061 , 0.509351 , 0 , 0.00
41.041667, 0.789634 , 1.541032 , 0.510062 , 0 , 0.00
41.000000, 0.789534 , 1.539808 , 0.510298 , 0 , 0.00
41.000000, 0.789534 , 1.539808 , 0.510298 , 1 , 0.15
40.916667, 0.790493 , 1.573427 , 0.497869 , 0 , 0.18
41.000000, 0.789663 , 1.567368 , 0.500237 , 0 , 0.17
40.916667, 0.789583 , 1.565676 , 0.500592 , 0 , 0.20
40.916667, 0.786909 , 1.576320 , 0.493608 , 0 , 0.17
41.000000, 0.786520 , 1.580779 , 0.494555 , 0 , 0.19
41.000000, 0.787063 , 1.574821 , 0.496686 , 0 , 0.20
40.916667, 0.786555 , 1.570106 , 0.497869 , 0 , 0.20
40.916667, 0.786411 , 1.568282 , 0.498343 , 0 , 0.19
41.000000, 0.789176 , 1.568086 , 0.499527 , 0 , 0.19
41.166667, 0.789998 , 1.574905 , 0.497514 , 0 , 0.00
41.250000, 0.789339 , 1.571331 , 0.498935 , 0 , 0.00
41.166667, 0.789160 , 1.569883 , 0.499290 , 0 , 0.00
41.166667, 0.788719 , 1.568066 , 0.500000 , 0 , 0.00
41.000000, 0.788520 , 1.566210 , 0.500355 , 0 , 0.00
41.083333, 0.788027 , 1.567503 , 0.501420 , 0 , 0.00
41.083333, 0.778130 , 1.579799 , 0.493253 , 0 , 0.00
41.125000, 0.777882 , 1.577440 , 0.493963 , 0 , 0.00
41.041667, 0.777707 , 1.575487 , 0.494437 , 0 , 0.00
40.875000, 0.777205 , 1.571653 , 0.495502 , 0 , 0.00
40.875000, 0.776871 , 1.568140 , 0.496449 , 0 , 0.00
40.958333, 0.786709 , 1.570602 , 0.498580 , 0 , 0.00
40.958333, 0.786079 , 1.568331 , 0.499527 , 0 , 0.00
40.958333, 0.785507 , 1.564069 , 0.500947 , 0 , 0.00
40.958333, 0.785132 , 1.560983 , 0.502131 , 0 , 0.00
40.958333, 0.784867 , 1.559491 , 0.502723 , 0 , 0.00
40.958333, 0.784845 , 1.557808 , 0.503433 , 0 , 0.00
40.958333, 0.764668 , 1.553439 , 0.497751 , 0 , 0.00
40.875000, 0.764248 , 1.550264 , 0.498698 , 0 , 0.00
40.791667, 0.763764 , 1.546487 , 0.499882 , 0 , 0.00
40.958333, 0.776374 , 1.554286 , 0.501776 , 0 , 0.00
41.041667, 0.786583 , 1.557609 , 0.504143 , 0 , 0.00
40.791667, 0.782215 , 1.567152 , 0.499053 , 0 , 0.00
40.791667, 0.780563 , 1.560505 , 0.501894 , 0 , 0.00
40.958333, 0.783587 , 1.577676 , 0.494910 , 0 , 0.00
41.041667, 0.783414 , 1.577422 , 0.495265 , 0 , 0.00
41.041667, 0.783264 , 1.576169 , 0.495620 , 0 , 0.00
40.791667, 0.782870 , 1.585349 , 0.491477 , 0 , 0.00
40.791667, 0.782590 , 1.583362 , 0.492188 , 0 , 0.00
40.791667, 0.782406 , 1.581542 , 0.492898 , 0 , 0.00
40.791667, 0.781675 , 1.577246 , 0.494318 , 0 , 0.00
40.791667, 0.781923 , 1.576845 , 0.494673 , 0 , 0.00
40.916667, 0.782356 , 1.590563 , 0.489938 , 0 , 0.00
40.916667, 0.782018 , 1.588349 , 0.490649 , 0 , 0.00
41.083333, 0.789151 , 1.589663 , 0.493963 , 0 , 0.00
41.083333, 0.789953 , 1.585233 , 0.496094 , 0 , 0.00
40.833333, 0.789679 , 1.582813 , 0.496567 , 0 , 0.00
40.750000, 0.789164 , 1.576409 , 0.498461 , 0 , 0.00
40.750000, 0.788927 , 1.575005 , 0.498816 , 0 , 0.00
40.750000, 0.788622 , 1.572983 , 0.499408 , 0 , 0.00
40.583333, 0.787766 , 1.566491 , 0.501065 , 0 , 0.00
40.333333, 0.784601 , 1.569804 , 0.495620 , 0 , 0.00
40.333333, 0.784423 , 1.568600 , 0.496094 , 0 , 0.00
40.416667, 0.783608 , 1.564303 , 0.497869 , 0 , 0.00
40.333333, 0.783587 , 1.560656 , 0.499290 , 0 , 0.00
40.333333, 0.783098 , 1.558103 , 0.500000 , 0 , 0.00
41.083333, 0.784613 , 1.572194 , 0.496330 , 0 , 0.00
41.000000, 0.784547 , 1.570970 , 0.496567 , 0 , 0.00
40.916667, 0.784465 , 1.569921 , 0.496804 , 0 , 0.00
40.750000, 0.784238 , 1.568303 , 0.497159 , 0 , 0.00
40.666667, 0.783680 , 1.565597 , 0.497869 , 0 , 0.00
40.666667, 0.783275 , 1.561377 , 0.499053 , 0 , 0.00
40.583333, 0.784539 , 1.561962 , 0.498580 , 0 , 0.00
40.583333, 0.784987 , 1.558114 , 0.500000 , 0 , 0.00
40.583333, 0.784782 , 1.556222 , 0.500592 , 0 , 0.00
40.583333, 0.784836 , 1.546789 , 0.503906 , 0 , 0.00
40.666667, 0.787166 , 1.559615 , 0.499645 , 0 , 0.00
40.833333, 0.786409 , 1.556490 , 0.501065 , 0 , 0.00
40.916667, 0.785531 , 1.553159 , 0.502841 , 0 , 0.00
41.000000, 0.796376 , 1.558884 , 0.505682 , 0 , 0.00
41.166667, 0.800168 , 1.548632 , 0.509470 , 0 , 0.00
41.250000, 0.799641 , 1.547184 , 0.511127 , 0 , 0.00
41.541667, 0.801755 , 1.567341 , 0.503078 , 0 , 0.00
41.583333, 0.801594 , 1.565916 , 0.503433 , 0 , 0.00
41.500000, 0.800386 , 1.565721 , 0.503433 , 0 , 0.00
41.500000, 0.799697 , 1.560050 , 0.505327 , 0 , 0.00
41.583333, 0.804943 , 1.559998 , 0.506984 , 0 , 0.00
41.583333, 0.803860 , 1.553153 , 0.509470 , 0 , 0.00
41.083333, 0.802636 , 1.560297 , 0.504025 , 0 , 0.00
41.000000, 0.802270 , 1.557780 , 0.504616 , 0 , 0.00
40.916667, 0.802049 , 1.555262 , 0.505208 , 0 , 0.00
41.000000, 0.802234 , 1.558770 , 0.504261 , 0 , 0.00
41.000000, 0.801772 , 1.555766 , 0.505208 , 0 , 0.00
40.916667, 0.800664 , 1.550148 , 0.507339 , 0 , 0.00
40.916667, 0.800163 , 1.548126 , 0.507931 , 0 , 0.00
40.916667, 0.799816 , 1.545568 , 0.508878 , 0 , 0.00
41.083333, 0.801992 , 1.558567 , 0.504025 , 0 , 0.00
41.166667, 0.802860 , 1.553006 , 0.505800 , 0 , 0.00
41.250000, 0.802579 , 1.551504 , 0.506510 , 0 , 0.00
41.250000, 0.801956 , 1.546785 , 0.507931 , 0 , 0.00
41.166667, 0.801738 , 1.544665 , 0.508404 , 0 , 0.00
41.166667, 0.801335 , 1.541923 , 0.509351 , 0 , 0.00
41.166667, 0.801536 , 1.539064 , 0.510417 , 0 , 0.00
40.958333, 0.802697 , 1.543652 , 0.506866 , 0 , 0.00
40.875000, 0.802474 , 1.541134 , 0.507457 , 0 , 0.00
40.958333, 0.802389 , 1.540074 , 0.507694 , 0 , 0.00
40.875000, 0.802192 , 1.538383 , 0.508168 , 0 , 0.00
41.041667, 0.805425 , 1.548600 , 0.505800 , 0 , 0.00
41.041667, 0.806199 , 1.547340 , 0.506866 , 0 , 0.00
41.125000, 0.804979 , 1.539095 , 0.509706 , 0 , 0.00
40.958333, 0.804771 , 1.537309 , 0.510062 , 0 , 0.00
40.625000, 0.805581 , 1.553122 , 0.503670 , 0 , 0.00
40.583333, 0.804994 , 1.547492 , 0.505445 , 0 , 0.00
40.583333, 0.804776 , 1.545771 , 0.505919 , 0 , 0.00
40.583333, 0.803934 , 1.542647 , 0.507813 , 0 , 0.00
40.583333, 0.803083 , 1.536156 , 0.510180 , 0 , 0.00
40.583333, 0.802242 , 1.531064 , 0.511955 , 0 , 0.00
40.583333, 0.802078 , 1.528968 , 0.512666 , 0 , 0.00
40.625000, 0.801693 , 1.526416 , 0.513376 , 0 , 0.00
40.625000, 0.801693 , 1.526416 , 0.513376 , 1 , 0.16
40.125000, 0.804879 , 1.544102 , 0.505800 , 0 , 0.15
40.125000, 0.804794 , 1.543373 , 0.506037 , 0 , 0.16
40.291667, 0.803834 , 1.540554 , 0.508168 , 0 , 0.16
40.041667, 0.804570 , 1.546416 , 0.505327 , 0 , 0.16
40.208333, 0.804967 , 1.555534 , 0.501302 , 0 , 0.17
40.208333, 0.804714 , 1.552810 , 0.502012 , 0 , 0.18
40.208333, 0.803894 , 1.546096 , 0.504143 , 0 , 0.18
40.208333, 0.807007 , 1.540992 , 0.506274 , 0 , 0.18
40.208333, 0.806781 , 1.538498 , 0.506984 , 0 , 0.19
40.208333, 0.806781 , 1.538498 , 0.506984 , 1 , 0.19
40.208333, 0.806781 , 1.538498 , 0.506984 , 1 , 0.35
40.375000, 0.806473 , 1.535124 , 0.509115 , 0 , 0.31
40.041667, 0.807276 , 1.536829 , 0.507339 , 0 , 0.35
40.291667, 0.806453 , 1.533238 , 0.509233 , 0 , 0.33
40.291667, 0.806270 , 1.533103 , 0.509588 , 0 , 0.34
40.375000, 0.806014 , 1.531311 , 0.510062 , 0 , 0.34
40.458333, 0.805300 , 1.526074 , 0.511837 , 0 , 0.35
40.458333, 0.806053 , 1.535224 , 0.508759 , 0 , 0.34
40.458333, 0.805843 , 1.533129 , 0.509470 , 0 , 0.32
40.458333, 0.805843 , 1.533129 , 0.509470 , 1 , 0.32
40.291667, 0.805534 , 1.529745 , 0.510180 , 0 , 0.18
