entropy, bfr, shf, used, blocked, ratio
41.476190, 0.813779 , 1.469129 , 0.572646 , 0 , 0.14
41.476190, 0.813487 , 1.467088 , 0.573323 , 0 , 0.14
41.571429, 0.813739 , 1.468163 , 0.573187 , 0 , 0.00
41.380952, 0.813475 , 1.465365 , 0.573728 , 0 , 0.00
41.571429, 0.815119 , 1.462261 , 0.576975 , 0 , 0.00
41.571429, 0.814005 , 1.457873 , 0.579004 , 0 , 0.00
41.523810, 0.813916 , 1.457080 , 0.579140 , 0 , 0.00
42.000000, 0.818292 , 1.475069 , 0.574540 , 0 , 0.00
41.904762, 0.818243 , 1.474276 , 0.574675 , 0 , 0.00
41.619048, 0.818202 , 1.469692 , 0.575758 , 0 , 0.00
41.619048, 0.818202 , 1.469692 , 0.575758 , 1 , 0.19
41.523810, 0.817979 , 1.467759 , 0.576163 , 0 , 0.20
41.523810, 0.817052 , 1.460417 , 0.578328 , 0 , 0.18
41.523810, 0.817052 , 1.460417 , 0.578328 , 1 , 0.32
41.428571, 0.820443 , 1.463128 , 0.578057 , 0 , 0.32
41.428571, 0.820046 , 1.459709 , 0.579140 , 0 , 0.30
41.428571, 0.823048 , 1.455524 , 0.581034 , 0 , 0.27
41.333333, 0.822811 , 1.453876 , 0.581439 , 0 , 0.30
41.380952, 0.822967 , 1.496090 , 0.565747 , 0 , 0.27
41.476190, 0.822584 , 1.494353 , 0.566558 , 0 , 0.27
41.476190, 0.821891 , 1.490370 , 0.567776 , 0 , 0.15
41.476190, 0.822365 , 1.486482 , 0.569670 , 0 , 0.14
41.476190, 0.822365 , 1.486482 , 0.569670 , 1 , 0.26
41.571429, 0.822816 , 1.479117 , 0.572917 , 0 , 0.12
41.666667, 0.822496 , 1.478134 , 0.573458 , 0 , 0.14
41.761905, 0.823291 , 1.511111 , 0.561012 , 0 , 0.16
41.761905, 0.823291 , 1.511111 , 0.561012 , 1 , 0.33
41.761905, 0.823070 , 1.509562 , 0.561418 , 0 , 0.33
41.761905, 0.822664 , 1.507167 , 0.562229 , 0 , 0.33
41.857143, 0.822368 , 1.506832 , 0.562635 , 0 , 0.34
41.952381, 0.822161 , 1.500856 , 0.564800 , 0 , 0.31
41.952381, 0.821809 , 1.497932 , 0.565882 , 0 , 0.30
42.142857, 0.823911 , 1.495626 , 0.568317 , 0 , 0.16
43.095238, 0.826078 , 1.519137 , 0.563041 , 0 , 0.17
43.285714, 0.825545 , 1.519132 , 0.564123 , 0 , 0.17
43.285714, 0.825356 , 1.517466 , 0.564665 , 0 , 0.17
43.380952, 0.824169 , 1.511819 , 0.566829 , 0 , 0.00
43.380952, 0.823592 , 1.507383 , 0.568047 , 0 , 0.00
43.380952, 0.823500 , 1.506162 , 0.568317 , 0 , 0.00
43.476190, 0.825790 , 1.504875 , 0.569670 , 0 , 0.00
43.571429, 0.825919 , 1.519610 , 0.565747 , 0 , 0.00
43.476190, 0.825078 , 1.513374 , 0.567370 , 0 , 0.00
43.476190, 0.827205 , 1.508901 , 0.569535 , 0 , 0.00
43.571429, 0.830873 , 1.501564 , 0.572781 , 0 , 0.00
43.000000, 0.829850 , 1.504563 , 0.569535 , 0 , 0.00
43.285714, 0.833521 , 1.525042 , 0.562229 , 0 , 0.00
43.285714, 0.833243 , 1.523266 , 0.562771 , 0 , 0.00
43.285714, 0.832468 , 1.518342 , 0.564935 , 0 , 0.00
43.285714, 0.832291 , 1.515830 , 0.565611 , 0 , 0.00
43.190476, 0.831773 , 1.511735 , 0.566694 , 0 , 0.00
43.190476, 0.829186 , 1.523931 , 0.562365 , 1 , 0.10
43.380952, 0.828967 , 1.519808 , 0.564800 , 0 , 0.10
43.476190, 0.828731 , 1.518850 , 0.565206 , 0 , 0.11
43.523810, 0.828678 , 1.518445 , 0.565341 , 0 , 0.12
43.333333, 0.828342 , 1.515648 , 0.565882 , 0 , 0.13
43.428571, 0.831066 , 1.511989 , 0.567911 , 0 , 0.13
43.428571, 0.830957 , 1.511194 , 0.568182 , 0 , 0.14
43.428571, 0.830493 , 1.508277 , 0.568994 , 0 , 0.16
43.428571, 0.830331 , 1.507203 , 0.569670 , 0 , 0.16
43.428571, 0.830226 , 1.506507 , 0.569940 , 0 , 0.19
43.238095, 0.826741 , 1.512367 , 0.565747 , 0 , 0.00
43.333333, 0.826786 , 1.511495 , 0.566964 , 0 , 0.00
43.238095, 0.826403 , 1.508274 , 0.567776 , 0 , 0.00
43.238095, 0.826403 , 1.508274 , 0.567776 , 1 , 0.14
43.238095, 0.826300 , 1.507285 , 0.568047 , 0 , 0.14
43.238095, 0.825848 , 1.503562 , 0.569264 , 0 , 0.15
43.333333, 0.825983 , 1.500452 , 0.570482 , 0 , 0.14
43.333333, 0.826830 , 1.495445 , 0.572917 , 0 , 0.13
43.238095, 0.827309 , 1.492964 , 0.573728 , 0 , 0.14
43.047619, 0.827006 , 1.489710 , 0.574540 , 0 , 0.13
43.047619, 0.825184 , 1.478950 , 0.577787 , 0 , 0.13
42.952381, 0.824883 , 1.475773 , 0.578598 , 0 , 0.14
42.952381, 0.826241 , 1.474323 , 0.579681 , 0 , 0.12
42.952381, 0.825620 , 1.469506 , 0.581575 , 0 , 0.00
43.047619, 0.826825 , 1.481624 , 0.577110 , 0 , 0.00
42.952381, 0.826631 , 1.479201 , 0.577652 , 0 , 0.00
43.571429, 0.829391 , 1.503851 , 0.570482 , 0 , 0.00
43.666667, 0.828609 , 1.498813 , 0.572511 , 0 , 0.00
43.714286, 0.828459 , 1.496301 , 0.573187 , 0 , 0.00
43.809524, 0.827620 , 1.493292 , 0.575352 , 0 , 0.00
43.809524, 0.827620 , 1.493292 , 0.575352 , 1 , 0.15
43.619048, 0.827240 , 1.488447 , 0.576434 , 0 , 0.14
43.380952, 0.823590 , 1.497422 , 0.572105 , 0 , 0.15
43.428571, 0.823489 , 1.496590 , 0.572376 , 0 , 0.16
43.238095, 0.823337 , 1.494398 , 0.572781 , 0 , 0.17
43.047619, 0.822851 , 1.490718 , 0.573593 , 0 , 0.17
42.952381, 0.822577 , 1.487840 , 0.574269 , 0 , 0.17
42.952381, 0.822411 , 1.486365 , 0.574675 , 0 , 0.19
42.952381, 0.823288 , 1.483339 , 0.576299 , 0 , 0.18
43.238095, 0.824306 , 1.492372 , 0.574269 , 0 , 0.21
43.333333, 0.823275 , 1.483847 , 0.576975 , 0 , 0.00
43.428571, 0.822742 , 1.480201 , 0.578193 , 0 , 0.00
43.333333, 0.822257 , 1.476105 , 0.579275 , 0 , 0.00
43.523810, 0.822703 , 1.473243 , 0.581710 , 0 , 0.00
43.523810, 0.822317 , 1.470332 , 0.582522 , 0 , 0.00
43.523810, 0.822317 , 1.470332 , 0.582522 , 1 , 0.17
43.619048, 0.820808 , 1.483546 , 0.577652 , 0 , 0.16
43.523810, 0.820575 , 1.481203 , 0.578193 , 0 , 0.16
43.333333, 0.819894 , 1.477336 , 0.579004 , 0 , 0.17
43.333333, 0.819592 , 1.474824 , 0.579681 , 0 , 0.16
43.238095, 0.819222 , 1.472641 , 0.580222 , 0 , 0.18
43.238095, 0.820022 , 1.469575 , 0.581575 , 0 , 0.17
43.238095, 0.819925 , 1.468480 , 0.581845 , 0 , 0.18
43.238095, 0.819614 , 1.466540 , 0.582522 , 0 , 0.18
43.238095, 0.819357 , 1.463623 , 0.583333 , 0 , 0.17
43.238095, 0.821480 , 1.475161 , 0.579410 , 0 , 0.00
43.238095, 0.821079 , 1.471300 , 0.580492 , 0 , 0.00
43.142857, 0.821410 , 1.484780 , 0.574811 , 0 , 0.00
43.238095, 0.820289 , 1.480078 , 0.576975 , 0 , 0.00
43.238095, 0.820148 , 1.479324 , 0.577246 , 0 , 0.00
43.238095, 0.819736 , 1.476877 , 0.578328 , 0 , 0.00
43.809524, 0.820982 , 1.498534 , 0.573323 , 0 , 0.00
43.904762, 0.820181 , 1.494464 , 0.574540 , 0 , 0.00
43.809524, 0.819801 , 1.492311 , 0.575081 , 0 , 0.00
43.809524, 0.819707 , 1.491170 , 0.575352 , 0 , 0.00
43.809524, 0.822624 , 1.503695 , 0.571293 , 0 , 0.00
43.714286, 0.822154 , 1.500390 , 0.572105 , 0 , 0.00
43.809524, 0.823822 , 1.497808 , 0.573458 , 0 , 0.00
43.714286, 0.822797 , 1.492394 , 0.575352 , 0 , 0.00
43.952381, 0.825937 , 1.511280 , 0.569535 , 0 , 0.00
43.952381, 0.825258 , 1.507977 , 0.571429 , 0 , 0.00
43.952381, 0.824866 , 1.505477 , 0.572240 , 0 , 0.00
43.952381, 0.824713 , 1.504723 , 0.572511 , 0 , 0.00
44.142857, 0.835506 , 1.502430 , 0.575758 , 0 , 0.00
45.047619, 0.837341 , 1.523323 , 0.571023 , 0 , 0.00
45.142857, 0.835956 , 1.516528 , 0.574269 , 0 , 0.00
45.142857, 0.834961 , 1.510571 , 0.576299 , 0 , 0.00
45.142857, 0.834433 , 1.505547 , 0.577652 , 0 , 0.00
45.142857, 0.834106 , 1.502544 , 0.578463 , 0 , 0.00
45.142857, 0.833899 , 1.501375 , 0.578869 , 0 , 0.00
44.952381, 0.833502 , 1.496295 , 0.579951 , 0 , 0.00
44.952381, 0.833219 , 1.493980 , 0.580763 , 0 , 0.00
44.952381, 0.833075 , 1.491896 , 0.581304 , 0 , 0.00
45.333333, 0.837817 , 1.535431 , 0.567370 , 0 , 0.00
45.238095, 0.837649 , 1.533497 , 0.567776 , 0 , 0.00
45.047619, 0.837074 , 1.526887 , 0.569399 , 0 , 0.00
45.047619, 0.836169 , 1.521507 , 0.571293 , 0 , 0.00
45.142857, 0.835809 , 1.516954 , 0.573458 , 0 , 0.00
44.952381, 0.835007 , 1.509347 , 0.575487 , 0 , 0.00
44.952381, 0.836579 , 1.507929 , 0.576569 , 0 , 0.00
44.952381, 0.836335 , 1.506187 , 0.577652 , 0 , 0.00
44.952381, 0.836335 , 1.506187 , 0.577652 , 1 , 0.14
44.857143, 0.836139 , 1.504253 , 0.578057 , 0 , 0.14
44.952381, 0.835183 , 1.498892 , 0.580763 , 0 , 0.14
44.952381, 0.834602 , 1.495968 , 0.581845 , 0 , 0.13
44.952381, 0.834377 , 1.493995 , 0.582386 , 0 , 0.14
44.761905, 0.835538 , 1.525741 , 0.570617 , 0 , 0.14
44.952381, 0.836592 , 1.533454 , 0.568452 , 0 , 0.14
44.952381, 0.836174 , 1.530257 , 0.569535 , 0 , 0.15
45.047619, 0.835570 , 1.527283 , 0.571158 , 0 , 0.16
45.047619, 0.835219 , 1.524435 , 0.571970 , 0 , 0.18
45.190476, 0.832871 , 1.545635 , 0.564800 , 0 , 0.00
45.190476, 0.832703 , 1.544096 , 0.565206 , 0 , 0.00
45.190476, 0.832335 , 1.541785 , 0.565882 , 0 , 0.00
45.285714, 0.831184 , 1.534349 , 0.568588 , 0 , 0.00
45.190476, 0.831068 , 1.533151 , 0.568858 , 0 , 0.00
45.190476, 0.830519 , 1.527535 , 0.570482 , 0 , 0.00
45.190476, 0.829683 , 1.522492 , 0.572376 , 0 , 0.00
45.190476, 0.829683 , 1.522492 , 0.572376 , 1 , 0.21
45.333333, 0.832433 , 1.542157 , 0.566288 , 0 , 0.22
45.333333, 0.834536 , 1.537936 , 0.568723 , 0 , 0.21
45.333333, 0.836697 , 1.532901 , 0.570617 , 0 , 0.18
45.047619, 0.834247 , 1.535811 , 0.568182 , 0 , 0.16
45.047619, 0.833731 , 1.531643 , 0.569264 , 0 , 0.16
44.952381, 0.833328 , 1.527708 , 0.570346 , 0 , 0.17
45.047619, 0.832208 , 1.520171 , 0.572781 , 0 , 0.15
44.761905, 0.831473 , 1.513386 , 0.574405 , 0 , 0.15
44.857143, 0.830879 , 1.510126 , 0.575758 , 0 , 0.16
44.761905, 0.830682 , 1.507703 , 0.576299 , 0 , 0.00
44.761905, 0.829987 , 1.504820 , 0.577246 , 0 , 0.00
44.761905, 0.829987 , 1.504820 , 0.577246 , 1 , 0.15
44.761905, 0.826339 , 1.510364 , 0.574811 , 0 , 0.15
45.095238, 0.830455 , 1.538862 , 0.564800 , 0 , 0.15
45.190476, 0.828870 , 1.530736 , 0.568047 , 0 , 0.14
45.095238, 0.831485 , 1.546072 , 0.562500 , 0 , 0.13
45.095238, 0.831570 , 1.542264 , 0.563718 , 0 , 0.14
45.095238, 0.830910 , 1.538712 , 0.564800 , 0 , 0.13
45.095238, 0.829949 , 1.531176 , 0.566829 , 0 , 0.13
45.095238, 0.831717 , 1.526027 , 0.569670 , 0 , 0.13
45.095238, 0.831490 , 1.523103 , 0.570752 , 0 , 0.13
45.095238, 0.831490 , 1.523103 , 0.570752 , 1 , 0.11
45.000000, 0.831380 , 1.521169 , 0.571158 , 0 , 0.12
45.000000, 0.830841 , 1.518225 , 0.572240 , 0 , 0.13
44.904762, 0.830419 , 1.515469 , 0.573458 , 0 , 0.14
45.000000, 0.829674 , 1.512287 , 0.575081 , 0 , 0.14
45.190476, 0.832418 , 1.548936 , 0.563582 , 0 , 0.14
45.190476, 0.832335 , 1.548334 , 0.563853 , 0 , 0.15
45.190476, 0.831476 , 1.543064 , 0.566017 , 0 , 0.14
45.095238, 0.831284 , 1.540266 , 0.566558 , 0 , 0.15
45.000000, 0.831094 , 1.538529 , 0.566964 , 0 , 0.18
44.333333, 0.830097 , 1.558208 , 0.555060 , 0 , 0.00
44.333333, 0.829938 , 1.556835 , 0.555465 , 0 , 0.00
44.142857, 0.831353 , 1.572299 , 0.548566 , 0 , 0.00
44.047619, 0.831267 , 1.571189 , 0.548837 , 0 , 0.00
44.047619, 0.830951 , 1.569677 , 0.549378 , 0 , 0.00
44.047619, 0.830533 , 1.566761 , 0.550460 , 0 , 0.00
44.047619, 0.829999 , 1.563838 , 0.551542 , 0 , 0.00
44.238095, 0.830712 , 1.560426 , 0.554248 , 0 , 0.00
44.142857, 0.831449 , 1.557969 , 0.555060 , 0 , 0.00
43.857143, 0.831585 , 1.555464 , 0.555330 , 0 , 0.00
43.857143, 0.830855 , 1.550440 , 0.556683 , 0 , 0.00
43.857143, 0.830683 , 1.549077 , 0.557089 , 0 , 0.00
43.761905, 0.830528 , 1.546199 , 0.557765 , 0 , 0.00
43.571429, 0.822335 , 1.565757 , 0.545590 , 0 , 0.00
43.761905, 0.821082 , 1.560830 , 0.547619 , 0 , 0.00
43.761905, 0.820838 , 1.559165 , 0.548160 , 0 , 0.00
43.761905, 0.820691 , 1.557536 , 0.548566 , 0 , 0.00
43.476190, 0.818998 , 1.558148 , 0.548025 , 0 , 0.00
43.476190, 0.819225 , 1.557659 , 0.548295 , 0 , 0.00
43.476190, 0.822271 , 1.554480 , 0.549919 , 0 , 0.00
43.571429, 0.821362 , 1.550788 , 0.551948 , 0 , 0.00
43.666667, 0.820676 , 1.545176 , 0.553571 , 0 , 0.00
43.666667, 0.819921 , 1.540152 , 0.554924 , 0 , 0.00
44.142857, 0.826401 , 1.585519 , 0.540720 , 0 , 0.00
44.142857, 0.825834 , 1.582989 , 0.541531 , 0 , 0.00
44.047619, 0.824898 , 1.576174 , 0.543966 , 0 , 0.00
43.952381, 0.821161 , 1.580542 , 0.540043 , 0 , 0.00
43.857143, 0.820594 , 1.575153 , 0.541396 , 0 , 0.00
44.047619, 0.821162 , 1.569226 , 0.544237 , 0 , 0.00
44.047619, 0.820668 , 1.565830 , 0.545455 , 0 , 0.00
44.047619, 0.820490 , 1.564998 , 0.545725 , 0 , 0.00
44.047619, 0.819417 , 1.557759 , 0.548160 , 0 , 0.00
44.142857, 0.821938 , 1.578109 , 0.541531 , 0 , 0.00
43.952381, 0.820774 , 1.568939 , 0.544372 , 0 , 0.00
44.047619, 0.819969 , 1.563996 , 0.545996 , 0 , 0.00
44.047619, 0.819690 , 1.561466 , 0.546807 , 0 , 0.00
44.047619, 0.819106 , 1.558793 , 0.548025 , 0 , 0.00
44.142857, 0.818248 , 1.553710 , 0.550054 , 0 , 0.00
44.523810, 0.820379 , 1.562637 , 0.547890 , 0 , 0.00
44.619048, 0.822776 , 1.559903 , 0.549242 , 0 , 0.00
44.619048, 0.822489 , 1.556485 , 0.550325 , 0 , 0.00
44.666667, 0.822422 , 1.556189 , 0.550460 , 0 , 0.00
44.666667, 0.822024 , 1.553231 , 0.551272 , 0 , 0.00
44.666667, 0.821784 , 1.551379 , 0.551948 , 0 , 0.00
44.761905, 0.823227 , 1.562285 , 0.548431 , 0 , 0.00
44.761905, 0.823227 , 1.562285 , 0.548431 , 1 , 0.19
44.761905, 0.823091 , 1.561144 , 0.548701 , 0 , 0.20
44.952381, 0.824992 , 1.557318 , 0.551136 , 0 , 0.18
44.952381, 0.825536 , 1.554378 , 0.552354 , 0 , 0.19
44.952381, 0.824729 , 1.549287 , 0.553977 , 0 , 0.18
44.952381, 0.823765 , 1.541596 , 0.556818 , 0 , 0.19
44.666667, 0.821325 , 1.538098 , 0.555871 , 0 , 0.16
44.666667, 0.820714 , 1.535295 , 0.556953 , 0 , 0.15
44.666667, 0.819723 , 1.528691 , 0.558847 , 0 , 0.14
44.666667, 0.819439 , 1.526567 , 0.559659 , 0 , 0.14
44.666667, 0.819027 , 1.523809 , 0.560471 , 0 , 0.00
44.666667, 0.818599 , 1.517962 , 0.562635 , 0 , 0.00
44.666667, 0.818452 , 1.516450 , 0.563176 , 0 , 0.00
44.666667, 0.814375 , 1.546967 , 0.549242 , 0 , 0.00
44.761905, 0.816221 , 1.541079 , 0.551948 , 0 , 0.00
44.857143, 0.815396 , 1.535209 , 0.554383 , 0 , 0.00
44.857143, 0.815256 , 1.534102 , 0.554789 , 0 , 0.00
44.761905, 0.814975 , 1.531679 , 0.555330 , 0 , 0.00
44.952381, 0.814820 , 1.528156 , 0.557900 , 0 , 0.00
44.952381, 0.814750 , 1.527550 , 0.558036 , 0 , 0.00
44.952381, 0.814154 , 1.522490 , 0.559659 , 0 , 0.00
44.857143, 0.813809 , 1.519487 , 0.560471 , 0 , 0.00
44.857143, 0.813809 , 1.519487 , 0.560471 , 1 , 0.15
44.476190, 0.817663 , 1.545461 , 0.550189 , 0 , 0.15
44.380952, 0.816192 , 1.536728 , 0.553030 , 0 , 0.14
44.380952, 0.815949 , 1.534417 , 0.553707 , 0 , 0.15
44.571429, 0.814270 , 1.526511 , 0.557495 , 0 , 0.13
44.476190, 0.813935 , 1.523290 , 0.558306 , 0 , 0.13
44.476190, 0.813111 , 1.519457 , 0.560200 , 0 , 0.13
44.666667, 0.814791 , 1.543668 , 0.551677 , 0 , 0.13
44.666667, 0.814478 , 1.541273 , 0.552489 , 0 , 0.13
44.666667, 0.814365 , 1.540391 , 0.552760 , 0 , 0.13
44.571429, 0.813537 , 1.535573 , 0.554113 , 0 , 0.00
44.571429, 0.815678 , 1.526647 , 0.557359 , 0 , 0.00
44.666667, 0.814737 , 1.524360 , 0.559524 , 0 , 0.00
44.666667, 0.816318 , 1.522973 , 0.560606 , 0 , 0.00
44.952381, 0.810169 , 1.544112 , 0.551813 , 0 , 0.00
44.952381, 0.809354 , 1.538532 , 0.553436 , 0 , 0.00
45.809524, 0.813390 , 1.563090 , 0.548295 , 0 , 0.00
45.809524, 0.812801 , 1.557761 , 0.549919 , 0 , 0.00
45.809524, 0.811953 , 1.551637 , 0.552083 , 0 , 0.00
45.761905, 0.811903 , 1.550844 , 0.552219 , 0 , 0.00
45.857143, 0.811167 , 1.546062 , 0.553842 , 0 , 0.00
45.666667, 0.810622 , 1.541217 , 0.554924 , 0 , 0.00
45.571429, 0.811422 , 1.538054 , 0.556006 , 0 , 0.00
45.333333, 0.812747 , 1.543062 , 0.552624 , 0 , 0.00
45.333333, 0.812418 , 1.541529 , 0.553301 , 0 , 0.00
45.333333, 0.812206 , 1.539913 , 0.553707 , 0 , 0.00
45.333333, 0.814873 , 1.560265 , 0.546672 , 0 , 0.00
45.428571, 0.814008 , 1.554400 , 0.549107 , 0 , 0.00
45.428571, 0.813858 , 1.552921 , 0.549513 , 0 , 0.00
45.523810, 0.814384 , 1.550387 , 0.550866 , 0 , 0.00
45.428571, 0.813906 , 1.545803 , 0.552219 , 0 , 0.00
45.238095, 0.810423 , 1.565535 , 0.544237 , 0 , 0.00
45.142857, 0.810150 , 1.562524 , 0.545049 , 0 , 0.00
45.142857, 0.810849 , 1.552249 , 0.549378 , 0 , 0.00
45.238095, 0.809254 , 1.543015 , 0.552624 , 0 , 0.00
45.238095, 0.809150 , 1.542402 , 0.552895 , 0 , 0.00
44.761905, 0.821913 , 1.575589 , 0.541667 , 0 , 0.00
44.761905, 0.821385 , 1.572039 , 0.543019 , 0 , 0.00
44.761905, 0.820695 , 1.567799 , 0.544913 , 0 , 0.00
44.761905, 0.820093 , 1.563348 , 0.546266 , 0 , 0.00
44.761905, 0.819644 , 1.559282 , 0.547484 , 0 , 0.00
44.761905, 0.819361 , 1.556696 , 0.548295 , 0 , 0.00
45.523810, 0.822000 , 1.598797 , 0.535985 , 0 , 0.00
45.619048, 0.821204 , 1.592350 , 0.538014 , 0 , 0.00
45.619048, 0.820426 , 1.586746 , 0.540179 , 0 , 0.00
45.619048, 0.819867 , 1.581741 , 0.542073 , 0 , 0.00
45.476190, 0.818667 , 1.573108 , 0.544102 , 0 , 0.00
45.857143, 0.822596 , 1.579661 , 0.543425 , 0 , 0.00
45.952381, 0.821557 , 1.575068 , 0.545590 , 0 , 0.00
45.857143, 0.820124 , 1.565228 , 0.548431 , 0 , 0.00
45.857143, 0.819849 , 1.562947 , 0.548972 , 0 , 0.00
45.952381, 0.819413 , 1.561244 , 0.549784 , 0 , 0.00
46.047619, 0.818756 , 1.556096 , 0.552219 , 0 , 0.00
46.142857, 0.817888 , 1.549667 , 0.554383 , 0 , 0.00
46.047619, 0.818266 , 1.551792 , 0.553301 , 0 , 0.00
46.047619, 0.818048 , 1.550643 , 0.553707 , 0 , 0.00
46.047619, 0.817392 , 1.544513 , 0.555601 , 0 , 0.00
46.095238, 0.817281 , 1.543373 , 0.555871 , 0 , 0.00
46.095238, 0.817110 , 1.541743 , 0.556277 , 0 , 0.00
46.095238, 0.816756 , 1.539732 , 0.557089 , 0 , 0.00
45.809524, 0.811731 , 1.552215 , 0.547484 , 0 , 0.00
45.809524, 0.811336 , 1.549866 , 0.548295 , 0 , 0.00
45.714286, 0.812083 , 1.546595 , 0.549378 , 0 , 0.00
45.619048, 0.811683 , 1.542998 , 0.550595 , 0 , 0.00
45.714286, 0.811127 , 1.540891 , 0.552219 , 0 , 0.00
45.619048, 0.810412 , 1.534116 , 0.554113 , 0 , 0.00
45.428571, 0.812755 , 1.553906 , 0.546266 , 0 , 0.00
45.666667, 0.799284 , 1.563789 , 0.538826 , 0 , 0.00
45.571429, 0.798857 , 1.560484 , 0.539637 , 0 , 0.00
45.190476, 0.800805 , 1.572025 , 0.535173 , 0 , 0.00
45.095238, 0.800419 , 1.567930 , 0.536255 , 0 , 0.00
45.190476, 0.800376 , 1.562634 , 0.539096 , 0 , 0.00
45.285714, 0.799766 , 1.560332 , 0.540179 , 0 , 0.00
45.285714, 0.799590 , 1.558969 , 0.540584 , 0 , 0.00
45.095238, 0.800572 , 1.562583 , 0.538555 , 0 , 0.00
45.000000, 0.800305 , 1.559407 , 0.539367 , 0 , 0.00
45.000000, 0.799464 , 1.554100 , 0.541531 , 0 , 0.00
45.000000, 0.800403 , 1.553104 , 0.542343 , 0 , 0.00
44.714286, 0.800619 , 1.576679 , 0.532468 , 0 , 0.00
44.428571, 0.800169 , 1.570878 , 0.533685 , 0 , 0.00
44.333333, 0.801313 , 1.566357 , 0.535038 , 0 , 0.00
44.333333, 0.801359 , 1.565478 , 0.535444 , 0 , 0.00
44.333333, 0.800825 , 1.563042 , 0.536255 , 0 , 0.00
44.428571, 0.803566 , 1.562755 , 0.538690 , 0 , 0.00
44.333333, 0.806099 , 1.581459 , 0.532197 , 0 , 0.00
44.333333, 0.805880 , 1.579787 , 0.532738 , 0 , 0.00
44.333333, 0.805476 , 1.576485 , 0.533685 , 0 , 0.00
44.333333, 0.805392 , 1.575474 , 0.533956 , 0 , 0.00
43.476190, 0.797362 , 1.580439 , 0.523810 , 0 , 0.00
43.476190, 0.797045 , 1.577909 , 0.524621 , 0 , 0.00
43.476190, 0.796303 , 1.575379 , 0.525433 , 0 , 0.00
43.380952, 0.795834 , 1.571816 , 0.526245 , 0 , 0.00
43.476190, 0.794912 , 1.565802 , 0.528274 , 0 , 0.00
43.571429, 0.794352 , 1.562368 , 0.530438 , 0 , 0.00
43.476190, 0.793506 , 1.554947 , 0.532468 , 0 , 0.00
43.571429, 0.792580 , 1.549243 , 0.534632 , 0 , 0.00
43.571429, 0.792341 , 1.547081 , 0.535308 , 0 , 0.00
43.571429, 0.792527 , 1.542985 , 0.536932 , 0 , 0.00
43.285714, 0.793447 , 1.548016 , 0.534226 , 0 , 0.00
43.380952, 0.792609 , 1.544893 , 0.536255 , 0 , 0.00
43.380952, 0.792609 , 1.544893 , 0.536255 , 1 , 0.14
43.190476, 0.792362 , 1.542095 , 0.536797 , 0 , 0.14
43.095238, 0.794370 , 1.560131 , 0.530438 , 0 , 0.14
43.095238, 0.793869 , 1.557066 , 0.531385 , 0 , 0.14
43.000000, 0.799675 , 1.575457 , 0.525839 , 0 , 0.14
43.190476, 0.798326 , 1.568357 , 0.529627 , 0 , 0.14
43.095238, 0.797891 , 1.564261 , 0.530709 , 0 , 0.14
43.095238, 0.801049 , 1.561756 , 0.531791 , 0 , 0.13
42.904762, 0.800862 , 1.558958 , 0.532332 , 0 , 0.14
42.809524, 0.800736 , 1.557955 , 0.532603 , 0 , 0.15
42.809524, 0.800276 , 1.554926 , 0.533820 , 0 , 0.00
42.904762, 0.810216 , 1.554184 , 0.536661 , 0 , 0.00
42.190476, 0.806948 , 1.565862 , 0.530844 , 0 , 0.00
42.000000, 0.805694 , 1.554000 , 0.534091 , 0 , 0.00
41.904762, 0.804416 , 1.543068 , 0.537338 , 0 , 0.00
41.904762, 0.803863 , 1.540333 , 0.538285 , 0 , 0.00
42.000000, 0.803430 , 1.536875 , 0.539502 , 0 , 0.00
41.904762, 0.801914 , 1.527162 , 0.542749 , 0 , 0.00
41.809524, 0.801694 , 1.525228 , 0.543155 , 0 , 0.00
41.809524, 0.801412 , 1.522562 , 0.543966 , 0 , 0.00
41.809524, 0.801176 , 1.521384 , 0.544508 , 0 , 0.00
41.809524, 0.800901 , 1.519104 , 0.545319 , 0 , 0.00
42.000000, 0.811185 , 1.532290 , 0.545049 , 0 , 0.00
41.809524, 0.811099 , 1.561957 , 0.533956 , 0 , 0.00
41.809524, 0.810942 , 1.561075 , 0.534226 , 0 , 0.00
41.857143, 0.810796 , 1.559596 , 0.534632 , 0 , 0.00
41.857143, 0.810508 , 1.557777 , 0.535444 , 0 , 0.00
41.857143, 0.810026 , 1.553787 , 0.536526 , 0 , 0.00
41.666667, 0.810695 , 1.557629 , 0.535038 , 0 , 0.00
41.666667, 0.810296 , 1.554326 , 0.535985 , 0 , 0.00
41.000000, 0.811525 , 1.576550 , 0.524215 , 0 , 0.00
41.000000, 0.810800 , 1.571157 , 0.525839 , 0 , 0.00
41.000000, 0.810407 , 1.569308 , 0.526786 , 0 , 0.00
41.000000, 0.810231 , 1.568287 , 0.527192 , 0 , 0.00
40.904762, 0.810193 , 1.567494 , 0.527327 , 0 , 0.00
41.000000, 0.811059 , 1.559071 , 0.530574 , 0 , 0.00
41.000000, 0.810512 , 1.553804 , 0.532603 , 0 , 0.00
41.000000, 0.810133 , 1.551229 , 0.533415 , 0 , 0.00
40.809524, 0.813243 , 1.573890 , 0.523674 , 0 , 0.00
40.904762, 0.812408 , 1.568277 , 0.525703 , 0 , 0.00
41.000000, 0.810547 , 1.557108 , 0.530032 , 0 , 0.00
41.190476, 0.811112 , 1.565973 , 0.527462 , 0 , 0.00
