"entropy";"pc";"bfr";"shf";"msi";"used";"demandsq";"lockss";"ratio"
"32.190476";"0.619666";"0.719141";"1.104130";"336.428571";"0.667478";"4";"0";"0.010000"
"40.279070";"1.797011";"0.789427";"1.540054";"332.000000";"0.486522";"4";"1";"0.180000"
"40.139535";"1.011196";"0.798568";"1.360547";"336.651163";"0.579545";"7";"1";"0.180000"
"6.500000";"74.674700";"0.108430";"0.467199";"73.791667";"0.114938";"4";"0";"0.000000"
"31.428571";"0.921341";"0.704508";"1.154805";"332.619048";"0.623782";"6";"1";"0.010000"
"30.250000";"1.443540";"0.707488";"1.261776";"335.458333";"0.573272";"3";"0";"0.010000"
"30.333333";"2.525411";"0.730529";"1.415749";"331.125000";"0.470881";"3";"1";"0.050000"
"30.333333";"2.415534";"0.721053";"1.398259";"330.416667";"0.477273";"4";"1";"0.020000"
"39.534884";"1.553486";"0.772910";"1.429015";"331.209302";"0.532968";"7";"0";"0.180000"
"27.708333";"4.665427";"0.640942";"1.287708";"307.958333";"0.459280";"3";"0";"0.010000"
"6.375000";"91.558328";"0.078246";"0.395352";"67.916667";"0.125237";"4";"0";"0.000000"
"39.916667";"0.483911";"0.799172";"1.280941";"342.083333";"0.623816";"4";"1";"0.260000"
"9.250000";"52.106911";"0.117476";"0.532806";"88.666667";"0.152936";"8";"0";"0.000000"
"44.000000";"0.273560";"0.832438";"1.081245";"347.857143";"0.722403";"6";"3";"0.420000"
"45.761905";"0.163600";"0.860672";"1.080864";"348.523810";"0.736607";"2";"1";"0.710000"
"42.458333";"0.222698";"0.834106";"1.120622";"347.583333";"0.707031";"5";"3";"0.670000"
"30.041667";"1.584511";"0.741047";"1.305774";"334.916667";"0.549834";"2";"0";"0.010000"
"5.125000";"122.013607";"0.058129";"0.321825";"50.958333";"0.093750";"2";"0";"0.000000"
"4.666667";"119.464772";"0.061327";"0.313151";"49.041667";"0.085464";"7";"0";"0.000000"
"32.333333";"1.677386";"0.707403";"1.339589";"326.416667";"0.521780";"3";"1";"0.010000"
"39.000000";"1.302266";"0.787428";"1.438751";"334.813953";"0.523850";"3";"0";"0.250000"
"3.583333";"165.691639";"0.037721";"0.217229";"38.208333";"0.075521";"3";"0";"0.000000"
"42.125000";"0.663158";"0.816117";"1.456106";"344.208333";"0.572798";"4";"2";"0.180000"
"42.958333";"0.619930";"0.814782";"1.355581";"345.666667";"0.608191";"6";"0";"0.300000"
"36.047619";"0.406009";"0.783785";"1.100055";"344.619048";"0.688718";"2";"0";"0.350000"
"42.833333";"0.329947";"0.812358";"1.195786";"346.458333";"0.674479";"7";"1";"0.470000"
"6.000000";"88.843983";"0.073615";"0.364679";"57.875000";"0.099787";"3";"0";"0.000000"
"41.083333";"0.511995";"0.818434";"1.327539";"345.166667";"0.622041";"8";"1";"0.260000"
"31.041667";"2.069609";"0.665575";"1.311293";"322.458333";"0.503314";"4";"0";"0.180000"
"32.348837";"2.547325";"0.755529";"1.543777";"325.186047";"0.431620";"2";"1";"0.150000"
"38.837209";"1.046385";"0.797622";"1.421573";"343.372093";"0.554770";"3";"0";"0.340000"
"32.714286";"0.694276";"0.786621";"1.093371";"345.380952";"0.675866";"4";"2";"0.450000"
"31.291667";"1.593435";"0.707636";"1.282169";"323.041667";"0.545573";"4";"0";"0.010000"
"42.708333";"0.214698";"0.830510";"1.114107";"347.583333";"0.709044";"7";"4";"0.680000"
"40.139535";"1.113070";"0.808537";"1.478361";"341.255814";"0.534355";"7";"1";"0.160000"
"29.750000";"1.253968";"0.702230";"1.194039";"328.875000";"0.581795";"2";"0";"0.010000"
"31.458333";"2.291223";"0.681331";"1.403302";"322.916667";"0.465554";"5";"0";"0.010000"
"42.375000";"0.203011";"0.832579";"1.108201";"345.041667";"0.709162";"6";"2";"0.540000"
"9.916667";"44.703541";"0.176258";"0.658282";"115.166667";"0.183357";"4";"0";"0.000000"
"35.666667";"0.630124";"0.811028";"1.242481";"340.428571";"0.639205";"6";"1";"0.310000"
"27.375000";"3.146671";"0.654950";"1.301156";"310.125000";"0.480705";"3";"1";"0.010000"
"44.380952";"0.248833";"0.845194";"1.159664";"347.428571";"0.704545";"4";"1";"0.110000"
"29.541667";"1.551715";"0.714559";"1.337163";"328.666667";"0.518703";"5";"0";"0.010000"
"43.857143";"0.287410";"0.818506";"1.191345";"347.857143";"0.683847";"0";"0";"0.250000"
"29.458333";"2.064543";"0.684313";"1.351388";"313.291667";"0.502841";"6";"1";"0.010000"
"49.619048";"0.327741";"0.851842";"1.327748";"349.428571";"0.658820";"4";"0";"0.340000"
"8.375000";"70.176265";"0.096927";"0.485787";"87.833333";"0.169863";"3";"0";"0.000000"
"8.541667";"54.978905";"0.108047";"0.514310";"85.250000";"0.152107";"1";"0";"0.000000"
"30.302326";"3.115861";"0.715352";"1.507330";"325.441860";"0.416755";"3";"0";"0.120000"
"8.083333";"69.771615";"0.088976";"0.455252";"74.958333";"0.138494";"6";"0";"0.000000"
"46.000000";"0.132958";"0.846416";"1.079540";"349.857143";"0.734443";"9";"3";"0.490000"
"24.958333";"1.967160";"0.677166";"1.177655";"327.375000";"0.550545";"3";"1";"0.010000"
"30.857143";"1.044626";"0.726925";"1.097080";"339.857143";"0.642857";"7";"0";"0.010000"
"30.000000";"1.869582";"0.721359";"1.307661";"333.190476";"0.556818";"7";"0";"0.010000"
"40.750000";"0.833039";"0.800935";"1.504456";"338.041667";"0.544271";"6";"1";"0.220000"
"45.476190";"0.141965";"0.844353";"1.097800";"348.809524";"0.727949";"3";"1";"0.370000"
"25.375000";"2.241930";"0.709289";"1.212440";"332.125000";"0.564157";"1";"0";"0.290000"
"43.750000";"0.158513";"0.830648";"1.106601";"349.166667";"0.713423";"6";"3";"0.590000"
"7.208333";"73.083338";"0.085226";"0.418378";"68.000000";"0.120028";"5";"0";"0.000000"
"44.809524";"0.328460";"0.831181";"1.286199";"346.333333";"0.654627";"7";"3";"0.300000"
"41.511628";"0.795205";"0.813549";"1.386110";"339.046512";"0.584170";"4";"0";"0.320000"
"8.625000";"64.549072";"0.102060";"0.496733";"82.375000";"0.148556";"8";"0";"0.000000"
"28.541667";"1.566925";"0.707007";"1.239510";"323.333333";"0.550308";"9";"0";"0.010000"
"8.541667";"63.273832";"0.104464";"0.502297";"86.208333";"0.159091";"7";"0";"0.000000"
"37.511628";"1.425226";"0.758694";"1.391133";"334.627907";"0.531184";"10";"1";"0.200000"
"27.500000";"1.629659";"0.697757";"1.181116";"331.041667";"0.587831";"11";"2";"0.020000"
"42.904762";"0.102525";"0.836658";"0.939489";"347.952381";"0.772051";"8";"2";"0.560000"
"32.000000";"2.010741";"0.692867";"1.358887";"318.333333";"0.498698";"5";"0";"0.010000"
"48.083333";"0.138011";"0.849746";"1.165626";"347.875000";"0.709754";"6";"1";"0.410000"
"28.232558";"2.928997";"0.696677";"1.382627";"311.906977";"0.464191";"12";"2";"0.140000"
"8.458333";"71.375565";"0.093131";"0.452272";"71.000000";"0.121804";"5";"0";"0.000000"
"8.083333";"65.337839";"0.095669";"0.481518";"84.375000";"0.160985";"6";"0";"0.000000"
"29.666667";"0.801597";"0.702983";"1.051521";"340.714286";"0.670319";"4";"1";"0.010000"
"31.372093";"2.100554";"0.744787";"1.435448";"328.651163";"0.479651";"3";"1";"0.290000"
"31.046512";"2.815033";"0.713456";"1.425180";"325.860465";"0.446353";"5";"1";"0.110000"
"28.958333";"1.807636";"0.688321";"1.211067";"325.875000";"0.555871";"4";"0";"0.010000"
"33.904762";"0.696368";"0.756768";"1.176181";"342.142857";"0.639205";"7";"2";"0.110000"
"32.875000";"1.291637";"0.735230";"1.221779";"333.500000";"0.590317";"6";"0";"0.210000"
"28.750000";"1.711306";"0.682862";"1.244080";"324.916667";"0.560724";"5";"0";"0.010000"
"2.750000";"192.951102";"0.028526";"0.163257";"25.541667";"0.048059";"9";"0";"0.000000"
"32.285714";"0.775934";"0.768001";"1.133452";"343.571429";"0.656656";"7";"3";"0.010000"
"32.208333";"1.082160";"0.775437";"1.346405";"332.375000";"0.552675";"3";"0";"0.010000"
"7.958333";"77.089224";"0.088095";"0.448941";"72.750000";"0.131984";"4";"0";"0.000000"
"39.047619";"0.727027";"0.817542";"1.377915";"344.380952";"0.594156";"4";"2";"0.250000"
"47.285714";"0.296597";"0.828842";"1.309591";"347.666667";"0.654491";"6";"0";"0.130000"
"32.095238";"0.501135";"0.750428";"0.995954";"343.809524";"0.699405";"6";"1";"0.360000"
"28.791667";"1.246090";"0.726883";"1.236333";"338.625000";"0.575402";"3";"1";"0.050000"
"30.930233";"2.757954";"0.717824";"1.420244";"320.279070";"0.448996";"5";"1";"0.160000"
"46.750000";"0.436319";"0.828598";"1.411468";"343.250000";"0.603812";"4";"0";"0.230000"
"30.125000";"2.036271";"0.701000";"1.315754";"316.083333";"0.516572";"1";"0";"0.010000"
"8.208333";"61.618339";"0.096997";"0.478418";"78.208333";"0.140152";"4";"0";"0.000000"
"31.458333";"1.650155";"0.722637";"1.304631";"328.750000";"0.553385";"5";"0";"0.010000"
"38.875000";"0.682035";"0.797124";"1.337335";"338.833333";"0.599432";"4";"0";"0.370000"
"43.791667";"0.443857";"0.792612";"1.327100";"345.500000";"0.620857";"2";"0";"0.320000"
"40.348837";"0.809693";"0.788929";"1.329867";"341.255814";"0.587474";"5";"2";"0.570000"
"44.952381";"0.092160";"0.846247";"0.981645";"350.095238";"0.766504";"7";"2";"0.460000"
"48.583333";"0.127366";"0.860294";"1.179090";"347.708333";"0.707386";"6";"2";"0.500000"
"41.458333";"0.391785";"0.812841";"1.247021";"344.125000";"0.645241";"4";"3";"0.490000"
"37.583333";"0.873182";"0.780651";"1.382413";"341.708333";"0.569129";"4";"0";"0.270000"
"6.041667";"111.391286";"0.062695";"0.348484";"56.708333";"0.107718";"10";"0";"0.000000"
"44.791667";"0.155372";"0.843933";"1.109510";"346.041667";"0.718040";"5";"3";"0.440000"
"32.238095";"0.968255";"0.771911";"1.131748";"341.380952";"0.647727";"0";"0";"0.010000"
"9.083333";"47.809593";"0.166912";"0.647443";"110.083333";"0.176965";"2";"0";"0.000000"
"28.791667";"2.006698";"0.719464";"1.251472";"325.708333";"0.552202";"1";"0";"0.010000"
"31.541667";"1.492697";"0.739165";"1.301352";"329.583333";"0.554451";"5";"1";"0.010000"
"7.958333";"75.806784";"0.077876";"0.418605";"67.333333";"0.125592";"6";"0";"0.000000"
"42.958333";"0.212510";"0.850044";"1.189442";"347.875000";"0.690223";"5";"0";"0.330000"
"32.458333";"0.703265";"0.771516";"1.177816";"339.416667";"0.629498";"5";"3";"0.220000"
"9.416667";"45.901562";"0.130395";"0.587896";"103.958333";"0.188447";"8";"0";"0.000000"
"2.958333";"180.741662";"0.018258";"0.122156";"19.000000";"0.039181";"2";"0";"0.000000"
"31.190476";"1.281770";"0.741588";"1.201083";"334.523810";"0.616207";"3";"0";"0.010000"
"26.375000";"1.898640";"0.626950";"1.212663";"323.916667";"0.537169";"5";"1";"0.010000"
"5.250000";"112.503426";"0.077443";"0.359719";"60.666667";"0.105824";"5";"0";"0.000000"
"30.023256";"2.140314";"0.754368";"1.348864";"326.395349";"0.508192";"5";"1";"0.470000"
"29.906977";"3.627433";"0.695292";"1.439886";"310.279070";"0.419596";"5";"1";"0.130000"
"29.372093";"2.714583";"0.664558";"1.319979";"300.790698";"0.469807";"2";"1";"0.170000"
"31.041667";"2.300484";"0.696117";"1.287197";"322.083333";"0.522254";"5";"0";"0.010000"
"28.833333";"2.931848";"0.685049";"1.337438";"315.416667";"0.475497";"3";"0";"0.010000"
"41.395349";"0.938627";"0.788333";"1.451803";"345.232558";"0.546181";"4";"0";"0.160000"
"2.791667";"170.163989";"0.017180";"0.120283";"19.666667";"0.042259";"3";"0";"0.000000"
"31.958333";"2.285081";"0.714347";"1.373734";"309.083333";"0.501539";"4";"0";"0.010000"
"45.047619";"0.087501";"0.854371";"0.983638";"348.619048";"0.767992";"5";"1";"0.580000"
"30.458333";"2.444193";"0.698850";"1.365712";"317.208333";"0.483310";"7";"1";"0.010000"
"39.619048";"0.365951";"0.815691";"1.167923";"345.285714";"0.681277";"4";"1";"0.450000"
"9.958333";"49.331443";"0.156512";"0.655102";"108.916667";"0.182173";"5";"0";"0.000000"
"37.093023";"1.349917";"0.765784";"1.442647";"334.023256";"0.523454";"2";"0";"0.140000"
"29.625000";"2.544727";"0.670859";"1.388437";"301.375000";"0.453480";"4";"0";"0.010000"
"42.875000";"0.423021";"0.811869";"1.354044";"345.958333";"0.619792";"6";"0";"0.220000"
"28.666667";"2.516559";"0.683311";"1.333433";"321.541667";"0.487689";"4";"1";"0.010000"
"29.761905";"1.305621";"0.755433";"1.192743";"336.142857";"0.613772";"4";"0";"0.010000"
"43.500000";"0.387544";"0.831218";"1.315397";"347.000000";"0.634706";"7";"2";"0.410000"
"26.583333";"2.297058";"0.663108";"1.215342";"327.458333";"0.549479";"4";"1";"0.010000"
"36.047619";"0.751666";"0.778636";"1.245018";"342.809524";"0.628247";"7";"2";"0.400000"
"8.041667";"68.979318";"0.091679";"0.464475";"76.458333";"0.140743";"5";"0";"0.000000"
"3.791667";"129.306197";"0.048142";"0.241727";"41.291667";"0.076705";"2";"0";"0.000000"
"44.166667";"0.145282";"0.823999";"1.089451";"348.625000";"0.722183";"6";"2";"0.310000"
"29.558140";"3.009576";"0.709295";"1.348789";"319.813953";"0.480114";"2";"0";"0.250000"
"29.095238";"1.318138";"0.730020";"1.166529";"336.809524";"0.614313";"6";"2";"0.010000"
"33.767442";"2.514801";"0.760266";"1.545339";"327.953488";"0.442984";"8";"3";"0.210000"
"6.666667";"92.640732";"0.055727";"0.319944";"50.583333";"0.095999";"3";"0";"0.000000"
"45.190476";"0.179238";"0.831562";"1.150648";"347.714286";"0.704816";"3";"0";"0.390000"
"38.581395";"0.961500";"0.802864";"1.346357";"334.697674";"0.578687";"5";"1";"0.460000"
"31.875000";"0.744335";"0.736453";"1.124290";"343.000000";"0.634470";"5";"2";"0.480000"
"6.083333";"106.148807";"0.048591";"0.280633";"43.375000";"0.080966";"4";"0";"0.000000"
"48.000000";"0.224358";"0.844910";"1.232652";"347.666667";"0.682292";"4";"2";"0.530000"
"44.142857";"0.589891";"0.824650";"1.424135";"342.857143";"0.599297";"10";"0";"0.100000"
"29.125000";"1.388752";"0.712016";"1.246143";"327.500000";"0.563447";"5";"1";"0.380000"
"36.208333";"1.000573";"0.768776";"1.306429";"339.166667";"0.579664";"9";"1";"0.110000"
"6.291667";"81.751824";"0.085349";"0.406889";"68.791667";"0.122159";"3";"0";"0.000000"
"44.571429";"0.548107";"0.844908";"1.378666";"344.809524";"0.622835";"5";"1";"0.210000"
"6.916667";"92.135284";"0.058416";"0.337486";"56.291667";"0.110677";"6";"0";"0.000000"
"44.761905";"0.478522";"0.817573";"1.375238";"346.190476";"0.619048";"7";"2";"0.180000"
"35.047619";"0.537080";"0.809958";"1.156533";"343.952381";"0.670184";"4";"2";"0.250000"
"38.744186";"1.157228";"0.800051";"1.441122";"336.046512";"0.548890";"4";"2";"0.790000"
"42.125000";"0.380511";"0.812694";"1.227841";"347.958333";"0.660866";"3";"0";"0.150000"
"30.047619";"1.130963";"0.695831";"1.099658";"340.333333";"0.638934";"4";"0";"0.010000"
"27.458333";"2.702189";"0.607303";"1.158796";"313.708333";"0.547467";"2";"1";"0.010000"
"31.041667";"1.947965";"0.750928";"1.382391";"331.708333";"0.514086";"6";"2";"0.100000"
"41.958333";"0.219826";"0.817482";"1.140343";"344.708333";"0.699100";"1";"0";"0.470000"
"45.666667";"0.148582";"0.856770";"1.099316";"348.875000";"0.726444";"5";"4";"0.570000"
"38.093023";"0.741497";"0.772807";"1.261660";"342.883721";"0.602801";"6";"3";"0.460000"
"45.208333";"0.534868";"0.812930";"1.362990";"342.833333";"0.606652";"4";"1";"0.250000"
"30.208333";"1.738488";"0.720647";"1.281128";"323.250000";"0.549124";"3";"0";"0.010000"
"8.500000";"59.114214";"0.114522";"0.519595";"92.291667";"0.167614";"5";"0";"0.000000"
"38.952381";"0.428536";"0.808930";"1.223445";"343.952381";"0.655438";"5";"1";"0.180000"
"39.476190";"0.610762";"0.785759";"1.268240";"342.333333";"0.634876";"4";"2";"0.350000"
"34.714286";"0.403382";"0.796212";"1.079216";"343.904762";"0.693994";"10";"1";"0.270000"
"28.625000";"1.694473";"0.683194";"1.151263";"316.875000";"0.575402";"4";"0";"0.560000"
"8.000000";"69.369908";"0.092396";"0.472812";"81.250000";"0.153409";"4";"0";"0.000000"
"31.333333";"1.431473";"0.743746";"1.288367";"334.333333";"0.565933";"7";"0";"0.010000"
"37.837209";"1.807634";"0.785797";"1.563800";"330.697674";"0.466900";"4";"0";"0.140000"
"45.666667";"0.144261";"0.846074";"1.102694";"348.047619";"0.726055";"3";"2";"0.530000"
"30.916667";"1.004752";"0.720370";"1.222987";"331.541667";"0.593040";"7";"0";"0.010000"
"30.458333";"1.767011";"0.730986";"1.345559";"325.708333";"0.513139";"5";"1";"0.010000"
"40.041667";"0.620018";"0.796095";"1.316571";"343.583333";"0.602391";"2";"0";"0.180000"
"6.791667";"85.852145";"0.085420";"0.428739";"71.416667";"0.130208";"4";"0";"0.000000"
"28.142857";"1.430960";"0.727112";"1.170750";"336.285714";"0.609578";"2";"1";"0.010000"
"44.708333";"0.110823";"0.858875";"1.048348";"348.791667";"0.745384";"3";"2";"0.460000"
"4.500000";"122.328434";"0.041008";"0.237861";"38.791667";"0.074811";"7";"0";"0.000000"
"7.250000";"70.685109";"0.074192";"0.390996";"69.500000";"0.134706";"8";"0";"0.000000"
"6.791667";"69.009902";"0.107458";"0.469022";"77.166667";"0.126657";"12";"0";"0.000000"
"29.208333";"1.903112";"0.730536";"1.272356";"327.041667";"0.547940";"3";"1";"0.010000"
"6.875000";"75.496116";"0.077490";"0.401085";"63.125000";"0.111861";"2";"0";"0.000000"
"30.666667";"0.802017";"0.762588";"1.103742";"341.571429";"0.657738";"6";"0";"0.280000"
"33.857143";"0.548897";"0.813417";"1.157160";"343.952381";"0.662067";"4";"1";"0.250000"
"38.325581";"1.065316";"0.797595";"1.383818";"342.767442";"0.564284";"6";"0";"0.260000"
"30.790698";"2.281155";"0.704011";"1.380934";"315.279070";"0.476216";"5";"2";"0.210000"
"5.333333";"117.203924";"0.043171";"0.266208";"46.833333";"0.096473";"3";"0";"0.000000"
"4.458333";"118.751750";"0.058134";"0.286196";"42.625000";"0.069839";"1";"0";"0.000000"
"39.418605";"1.774974";"0.781773";"1.521659";"333.767442";"0.492270";"8";"1";"0.170000"
"6.750000";"81.197099";"0.076442";"0.402818";"68.791667";"0.130563";"6";"0";"0.000000"
"36.790698";"2.186801";"0.762482";"1.527197";"332.209302";"0.462209";"4";"1";"0.270000"
"33.761905";"0.443222";"0.797096";"1.122690";"345.428571";"0.676136";"10";"5";"0.330000"
"32.250000";"1.648136";"0.713085";"1.321426";"323.333333";"0.520478";"5";"0";"0.010000"
"27.875000";"2.401515";"0.643806";"1.241448";"311.583333";"0.531487";"5";"1";"0.010000"
"27.041667";"3.174822";"0.618416";"1.186413";"304.250000";"0.524029";"7";"1";"0.010000"
"31.708333";"1.739933";"0.685479";"1.296230";"315.083333";"0.539773";"5";"0";"0.010000"
"32.095238";"0.793333";"0.738525";"1.113744";"342.142857";"0.653815";"6";"1";"0.420000"
"30.125000";"1.162894";"0.715072";"1.219605";"327.500000";"0.597775";"6";"0";"0.010000"
"32.208333";"2.241330";"0.773534";"1.585985";"324.500000";"0.436790";"0";"0";"0.010000"
"28.302326";"2.943890";"0.705619";"1.363450";"318.488372";"0.457188";"10";"1";"0.120000"
"31.458333";"1.529403";"0.695247";"1.337297";"318.583333";"0.531605";"4";"1";"0.010000"
"42.906977";"1.000254";"0.792732";"1.472202";"336.511628";"0.540367";"4";"1";"0.290000"
"47.285714";"0.199309";"0.836221";"1.190251";"348.952381";"0.698593";"1";"1";"0.520000"
"51.333333";"0.075749";"0.858191";"1.017827";"349.380952";"0.762716";"5";"1";"0.510000"
"29.958333";"2.668295";"0.721330";"1.400890";"329.750000";"0.473722";"7";"1";"0.010000"
"4.666667";"120.474021";"0.044023";"0.252557";"43.458333";"0.085701";"6";"0";"0.000000"
"29.083333";"2.356326";"0.690318";"1.318245";"322.625000";"0.501302";"8";"1";"0.010000"
"48.375000";"0.317085";"0.844236";"1.331865";"349.000000";"0.643821";"5";"1";"0.390000"
"28.166667";"1.883901";"0.697926";"1.179570";"326.791667";"0.566288";"4";"0";"0.140000"
"9.000000";"72.671649";"0.107181";"0.524647";"88.166667";"0.160985";"4";"0";"0.000000"
"27.583333";"1.681431";"0.678957";"1.160093";"327.166667";"0.580256";"4";"1";"0.010000"
"4.708333";"116.360357";"0.068246";"0.307323";"49.041667";"0.080019";"6";"0";"0.000000"
"29.958333";"2.378898";"0.704658";"1.300613";"314.166667";"0.522609";"5";"0";"0.010000"
"45.250000";"0.124113";"0.837267";"1.074433";"347.375000";"0.732955";"6";"1";"0.460000"
"49.791667";"0.190424";"0.843046";"1.212976";"349.916667";"0.694484";"6";"3";"0.470000"
"33.581395";"2.160112";"0.756684";"1.469224";"324.000000";"0.470402";"8";"1";"0.340000"
"44.000000";"0.431500";"0.834903";"1.321521";"346.428571";"0.645022";"2";"0";"0.150000"
"39.714286";"0.864329";"0.813493";"1.412709";"341.047619";"0.580763";"2";"1";"0.110000"
"4.958333";"110.443041";"0.055752";"0.289415";"43.416667";"0.073509";"6";"0";"0.000000"
"30.875000";"2.855999";"0.717491";"1.402119";"325.625000";"0.468868";"4";"0";"0.010000"
"6.791667";"100.197060";"0.077700";"0.407586";"64.583333";"0.116359";"4";"0";"0.000000"
"3.958333";"156.334199";"0.034923";"0.204343";"32.875000";"0.062973";"7";"0";"0.000000"
"29.500000";"2.736397";"0.686905";"1.257278";"321.375000";"0.521899";"6";"2";"0.020000"
"43.142857";"0.158441";"0.826987";"0.998386";"349.761905";"0.751759";"2";"0";"0.550000"
"37.380952";"0.507410";"0.774833";"1.180291";"339.428571";"0.662067";"7";"2";"0.530000"
"4.666667";"127.385762";"0.043454";"0.253962";"41.458333";"0.080374";"4";"0";"0.000000"
"29.714286";"1.901914";"0.725373";"1.325094";"332.523810";"0.549648";"6";"0";"0.010000"
"32.190476";"0.739009";"0.765249";"1.116945";"343.952381";"0.662202";"5";"0";"0.010000"
"30.750000";"1.789219";"0.724177";"1.286986";"329.666667";"0.544389";"6";"0";"0.010000"
"29.875000";"2.788948";"0.713876";"1.379923";"327.583333";"0.490175";"5";"0";"0.010000"
"45.416667";"0.377512";"0.833993";"1.315579";"346.666667";"0.645952";"7";"1";"0.580000"
"32.083333";"2.113347";"0.712997";"1.352444";"327.750000";"0.509115";"3";"0";"0.050000"
"30.583333";"1.565863";"0.744553";"1.318652";"329.000000";"0.535393";"5";"0";"0.010000"
"41.238095";"0.429927";"0.826872";"1.198955";"342.904762";"0.674784";"5";"0";"0.100000"
"9.625000";"49.008142";"0.116857";"0.555278";"93.125000";"0.168797";"4";"0";"0.000000"
"32.000000";"1.275980";"0.746983";"1.277161";"336.750000";"0.576823";"5";"1";"0.020000"
"42.095238";"0.144121";"0.844442";"0.992423";"347.714286";"0.752706";"3";"3";"0.610000"
"29.333333";"1.180162";"0.715832";"1.147661";"336.916667";"0.609257";"5";"1";"0.290000"
"29.708333";"1.777965";"0.734581";"1.237319";"334.541667";"0.557292";"4";"0";"0.500000"
"7.375000";"83.459486";"0.079665";"0.423149";"74.958333";"0.146070";"3";"0";"0.000000"
"32.000000";"1.418104";"0.736238";"1.311353";"336.523810";"0.569264";"3";"0";"0.010000"
"9.208333";"57.047511";"0.148789";"0.616161";"107.250000";"0.183120";"10";"0";"0.000000"
"30.333333";"1.496555";"0.686691";"1.169010";"323.333333";"0.618101";"5";"0";"0.010000"
"28.666667";"1.510361";"0.683142";"1.144612";"333.041667";"0.593040";"7";"1";"0.280000"
"33.279070";"2.594334";"0.725169";"1.452858";"330.023256";"0.460492";"4";"0";"0.280000"
"31.208333";"1.873673";"0.694176";"1.232428";"321.416667";"0.551728";"4";"0";"0.010000"
"31.583333";"0.884703";"0.757844";"1.201590";"338.458333";"0.611387";"8";"0";"0.110000"
"27.458333";"1.621302";"0.693927";"1.190033";"320.875000";"0.582978";"5";"1";"0.010000"
"29.541667";"1.389021";"0.715860";"1.218228";"324.375000";"0.573627";"7";"2";"0.220000"
"7.708333";"75.551958";"0.072834";"0.403280";"66.083333";"0.126420";"4";"0";"0.000000"
"44.500000";"0.117171";"0.832247";"1.111878";"343.333333";"0.710109";"2";"1";"0.590000"
"4.916667";"134.803239";"0.045993";"0.273650";"48.916667";"0.100260";"5";"0";"0.000000"
"3.958333";"129.425997";"0.045024";"0.238200";"36.166667";"0.063092";"4";"0";"0.000000"
"34.625000";"1.303028";"0.738325";"1.326877";"328.375000";"0.551610";"3";"2";"0.460000"
"7.416667";"53.954483";"0.141677";"0.544666";"92.875000";"0.142756";"10";"0";"0.000000"
"47.208333";"0.136333";"0.846340";"1.143415";"348.958333";"0.717921";"6";"3";"0.540000"
"40.333333";"0.313669";"0.821676";"1.175882";"345.916667";"0.678741";"4";"0";"0.550000"
"29.083333";"0.988118";"0.750932";"1.217783";"332.833333";"0.591619";"8";"2";"0.020000"
"37.523810";"0.893777";"0.802753";"1.276275";"346.428571";"0.623918";"3";"1";"0.500000"
"30.958333";"2.229959";"0.688988";"1.314381";"308.625000";"0.513494";"3";"0";"0.010000"
"6.666667";"90.122474";"0.054214";"0.313073";"50.000000";"0.095644";"3";"0";"0.000000"
"38.833333";"0.741715";"0.759405";"1.319368";"330.583333";"0.585227";"3";"0";"0.130000"
"28.666667";"1.479470";"0.697768";"1.241960";"329.916667";"0.571141";"5";"2";"0.010000"
"31.666667";"0.880188";"0.723397";"1.050097";"340.428571";"0.681683";"8";"2";"0.010000"
"29.302326";"2.811584";"0.727768";"1.377824";"330.837209";"0.468155";"1";"0";"0.160000"
"31.418605";"1.708965";"0.756498";"1.364806";"333.255814";"0.519226";"4";"0";"0.170000"
"39.142857";"0.887880";"0.803266";"1.421248";"342.476190";"0.571023";"8";"0";"0.120000"
"26.416667";"2.075767";"0.675607";"1.182638";"319.708333";"0.565933";"6";"1";"0.350000"
"43.952381";"0.125849";"0.848573";"1.035276";"349.571429";"0.743371";"3";"2";"0.480000"
"32.047619";"0.913210";"0.782992";"1.111216";"341.380952";"0.655709";"4";"1";"0.010000"
"37.761905";"0.725779";"0.795773";"1.287438";"340.523810";"0.614989";"7";"2";"0.320000"
"4.041667";"130.294065";"0.051714";"0.250517";"41.416667";"0.072562";"5";"0";"0.000000"
"8.041667";"68.103103";"0.090638";"0.450425";"73.875000";"0.133759";"5";"0";"0.000000"
"31.791667";"1.032688";"0.761000";"1.284708";"340.416667";"0.576231";"4";"0";"0.160000"
"8.666667";"70.953441";"0.116135";"0.529684";"89.208333";"0.156368";"7";"0";"0.000000"
"40.395349";"1.220718";"0.806894";"1.499855";"335.930233";"0.522992";"9";"3";"0.210000"
"29.458333";"2.037177";"0.721047";"1.361010";"327.500000";"0.494318";"2";"1";"0.010000"
"4.875000";"117.903256";"0.070380";"0.335621";"53.333333";"0.089489";"6";"0";"0.000000"
"39.488372";"0.864264";"0.788285";"1.387728";"341.790698";"0.561245";"3";"0";"0.280000"
"40.190476";"0.446775";"0.815900";"1.179176";"342.952381";"0.677219";"6";"3";"0.400000"
"35.860465";"2.040686";"0.775340";"1.527829";"327.674419";"0.468354";"10";"0";"0.300000"
"31.666667";"0.838915";"0.755505";"1.224090";"338.791667";"0.611624";"6";"4";"0.020000"
"27.291667";"2.620605";"0.661061";"1.223202";"325.333333";"0.534683";"5";"0";"0.010000"
