"entropy";"path_consecutiveness";"bfr";"msi";"blocked";"ratio"
"52.761905";"0.156401";"0.856084";"348.952381";"1";"0.620000"
"49.041667";"0.191389";"0.843079";"348.083333";"1";"0.520000"
"51.791667";"0.360898";"0.836127";"344.125000";"1";"0.620000"
"54.000000";"0.144138";"0.861817";"349.809524";"1";"0.580000"
"50.571429";"0.060184";"0.850738";"349.523810";"1";"0.551000"
"43.046512";"1.327733";"0.809638";"332.418605";"1";"0.590000"
"53.541667";"0.274555";"0.856612";"347.083333";"1";"0.610000"
"48.558140";"0.725551";"0.829734";"345.069767";"1";"0.630000"
"50.279070";"1.060807";"0.830262";"342.441860";"1";"0.570000"
"54.952381";"0.145866";"0.845861";"350.142857";"1";"0.670000"
"53.666667";"0.197062";"0.864966";"349.375000";"1";"0.660000"
"45.761905";"0.416340";"0.820436";"344.523810";"1";"0.530000"
"43.428571";"0.184889";"0.842867";"347.428571";"1";"0.590000"
"53.190476";"0.162078";"0.851882";"349.238095";"1";"0.640000"
"53.916667";"0.322875";"0.862017";"347.916667";"1";"0.580000"
"55.500000";"0.189987";"0.866177";"347.291667";"1";"0.670000"
"42.139535";"1.300340";"0.802113";"342.651163";"1";"0.500000"
"49.571429";"0.158203";"0.865668";"348.047619";"0";"0.587000"
"39.333333";"0.223320";"0.811668";"348.523810";"1";"0.579000"
"45.790698";"1.013585";"0.822978";"343.581395";"1";"0.550000"
"54.285714";"0.175838";"0.873624";"349.285714";"1";"0.510000"
"50.041667";"0.406129";"0.831350";"346.666667";"1";"0.610000"
"47.142857";"0.205155";"0.843850";"349.571429";"1";"0.566000"
"46.666667";"0.370225";"0.849682";"345.428571";"1";"0.540000"
"47.833333";"0.274716";"0.848159";"346.166667";"1";"0.500000"
"55.761905";"0.170058";"0.863671";"348.047619";"1";"0.670000"
"45.904762";"0.228552";"0.842822";"345.142857";"1";"0.528000"
"54.083333";"0.177310";"0.866700";"348.583333";"1";"0.690000"
"43.833333";"0.400418";"0.817275";"340.625000";"1";"0.600000"
"57.083333";"0.245609";"0.877299";"348.291667";"1";"0.520000"
"44.250000";"0.356650";"0.833617";"340.000000";"1";"0.610000"
"56.250000";"0.250637";"0.868724";"349.000000";"1";"0.550000"
"47.791667";"0.211015";"0.846069";"347.375000";"1";"0.570000"
"53.095238";"0.117170";"0.873504";"348.190476";"1";"0.570000"
"34.209302";"2.005301";"0.763149";"334.976744";"1";"0.540000"
"49.761905";"0.346996";"0.831846";"348.571429";"1";"0.550000"
"48.458333";"0.201983";"0.847207";"347.750000";"1";"0.530000"
"52.809524";"0.160196";"0.851924";"347.523810";"1";"0.610000"
"47.604651";"0.751811";"0.833721";"344.534884";"1";"0.528000"
"53.761905";"0.074012";"0.861273";"348.619048";"1";"0.500000"
"44.238095";"0.086428";"0.831701";"349.619048";"1";"0.556000"
"55.190476";"0.172251";"0.875668";"349.809524";"1";"0.500000"
"49.583333";"0.234254";"0.841740";"347.666667";"1";"0.640000"
"47.428571";"0.202349";"0.830610";"348.476190";"1";"0.523000"
"55.571429";"0.166800";"0.865717";"346.714286";"1";"0.630000"
"53.238095";"0.324794";"0.860109";"349.142857";"1";"0.590000"
"49.142857";"0.213909";"0.836911";"346.714286";"1";"0.620000"
"50.291667";"0.395376";"0.846312";"346.375000";"1";"0.600000"
"50.761905";"0.137638";"0.866511";"349.904762";"1";"0.568000"
"56.416667";"0.234861";"0.866652";"349.000000";"1";"0.560000"
"50.523810";"0.297110";"0.858309";"349.857143";"1";"0.680000"
"55.041667";"0.239746";"0.877840";"348.333333";"1";"0.620000"
"54.166667";"0.234376";"0.870516";"348.375000";"1";"0.600000"
"42.534884";"1.349787";"0.803048";"331.790698";"1";"0.510000"
"49.791667";"0.241930";"0.850417";"348.291667";"1";"0.630000"
"54.714286";"0.146235";"0.872296";"349.619048";"1";"0.560000"
"46.190476";"0.229384";"0.843130";"348.285714";"1";"0.510000"
"52.125000";"0.231098";"0.844428";"347.416667";"1";"0.510000"
"44.069767";"1.529307";"0.798026";"332.883721";"1";"0.510000"
"54.250000";"0.209104";"0.875161";"348.541667";"1";"0.670000"
"44.916667";"0.418298";"0.838404";"346.291667";"1";"0.530000"
"46.952381";"0.428103";"0.821812";"344.380952";"1";"0.580000"
"44.904762";"0.319111";"0.829331";"344.761905";"1";"0.670000"
"54.238095";"0.193382";"0.870876";"350.142857";"1";"0.545000"
"42.380952";"0.624671";"0.820961";"346.095238";"1";"0.520000"
"51.571429";"0.231701";"0.851245";"349.142857";"1";"0.630000"
"52.428571";"0.176853";"0.862427";"349.095238";"1";"0.520000"
"54.761905";"0.113565";"0.859846";"348.523810";"1";"0.520000"
"54.095238";"0.148255";"0.846947";"348.666667";"1";"0.590000"
"55.458333";"0.224095";"0.860587";"347.333333";"1";"0.680000"
"56.047619";"0.110862";"0.886548";"349.619048";"1";"0.600000"
"53.125000";"0.276250";"0.849774";"348.333333";"1";"0.630000"
"48.761905";"0.305822";"0.857611";"349.238095";"1";"0.620000"
"56.714286";"0.163141";"0.852664";"347.333333";"1";"0.510000"
"54.428571";"0.166969";"0.871595";"349.809524";"1";"0.600000"
"46.162791";"0.839506";"0.832866";"343.325581";"1";"0.510000"
"50.714286";"0.284757";"0.846458";"344.142857";"1";"0.650000"
"54.250000";"0.241100";"0.874356";"348.541667";"1";"0.560000"
"55.541667";"0.211848";"0.861889";"348.333333";"1";"0.640000"
"35.791667";"1.355918";"0.772868";"335.625000";"1";"0.520000"
"49.714286";"0.060796";"0.863521";"350.285714";"1";"0.512000"
"54.952381";"0.117823";"0.859859";"348.523810";"1";"0.620000"
"46.095238";"0.535004";"0.851454";"347.714286";"1";"0.570000"
"54.750000";"0.285000";"0.860926";"345.541667";"1";"0.510000"
"39.000000";"0.694708";"0.810426";"339.958333";"1";"0.690000"
"55.458333";"0.295899";"0.858975";"348.291667";"1";"0.590000"
"39.095238";"0.274163";"0.799430";"346.666667";"1";"0.510000"
"54.958333";"0.241847";"0.876359";"346.666667";"1";"0.680000"
"55.714286";"0.150672";"0.873017";"347.904762";"1";"0.535000"
"46.116279";"0.890881";"0.832802";"344.116279";"1";"0.590000"
"44.627907";"0.872814";"0.837409";"342.325581";"0";"0.500000"
"52.041667";"0.239959";"0.848210";"348.041667";"1";"0.560000"
"53.523810";"0.162069";"0.851820";"346.809524";"1";"0.538000"
"54.380952";"0.177982";"0.872075";"349.285714";"1";"0.510000"
"42.813953";"0.878639";"0.818496";"340.534884";"1";"0.500000"
"48.000000";"0.186603";"0.846691";"348.125000";"0";"0.560000"
"55.285714";"0.245042";"0.853697";"348.095238";"1";"0.690000"
"53.458333";"0.315629";"0.858037";"349.208333";"1";"0.540000"
"43.325581";"1.090733";"0.817064";"337.372093";"1";"0.580000"
"53.095238";"0.182553";"0.863192";"349.523810";"1";"0.510000"
"41.857143";"0.246939";"0.829785";"345.476190";"1";"0.540000"
"48.958333";"0.232150";"0.842343";"345.166667";"1";"0.670000"
"41.093023";"0.993442";"0.809306";"339.837209";"1";"0.530000"
"55.333333";"0.165368";"0.863451";"347.952381";"1";"0.700000"
"55.708333";"0.269347";"0.870367";"347.625000";"1";"0.620000"
"51.142857";"0.412136";"0.854850";"344.380952";"1";"0.670000"
"55.809524";"0.196783";"0.864901";"348.904762";"1";"0.500000"
"53.458333";"0.282958";"0.859638";"347.291667";"1";"0.540000"
"48.761905";"0.391004";"0.840131";"345.619048";"1";"0.580000"
"55.047619";"0.154443";"0.858925";"349.333333";"1";"0.670000"
"41.285714";"0.311183";"0.836833";"348.666667";"1";"0.538000"
"38.837209";"1.890440";"0.774611";"336.674419";"1";"0.500000"
"56.190476";"0.271294";"0.868545";"346.952381";"1";"0.650000"
"53.571429";"0.118984";"0.865543";"349.428571";"1";"0.560000"
"48.190476";"0.658115";"0.834239";"348.380952";"1";"0.565000"
"55.476190";"0.153806";"0.864411";"349.142857";"1";"0.700000"
"52.666667";"0.271963";"0.849672";"344.666667";"1";"0.610000"
"38.428571";"0.799570";"0.770219";"342.857143";"1";"0.680000"
"54.809524";"0.175157";"0.871876";"349.285714";"1";"0.650000"
"56.666667";"0.099111";"0.869268";"348.904762";"1";"0.591000"
"53.333333";"0.144976";"0.859610";"347.238095";"1";"0.500000"
"51.238095";"0.214221";"0.838995";"349.523810";"1";"0.620000"
"49.232558";"0.765150";"0.830097";"343.069767";"1";"0.510000"
"50.476190";"0.368362";"0.848360";"346.571429";"1";"0.650000"
"47.875000";"0.193552";"0.846594";"346.916667";"1";"0.570000"
"49.250000";"0.240986";"0.853279";"348.333333";"1";"0.560000"
"54.041667";"0.149867";"0.858164";"349.375000";"1";"0.640000"
"50.952381";"0.298032";"0.844111";"347.476190";"1";"0.630000"
"51.523810";"0.241627";"0.854671";"350.571429";"1";"0.650000"
"53.238095";"0.316803";"0.849763";"346.761905";"1";"0.600000"
"38.523810";"0.203537";"0.808228";"346.523810";"1";"0.541000"
"55.291667";"0.218529";"0.873145";"348.666667";"1";"0.500000"
"49.255814";"0.674446";"0.828554";"343.255814";"1";"0.620000"
"55.416667";"0.262522";"0.859472";"347.541667";"1";"0.580000"
"35.348837";"1.770524";"0.772084";"332.674419";"1";"0.580000"
"41.857143";"0.339399";"0.840548";"347.380952";"1";"0.690000"
"54.500000";"0.273408";"0.860120";"347.625000";"1";"0.570000"
"54.809524";"0.114114";"0.853901";"348.666667";"1";"0.610000"
"55.952381";"0.201091";"0.861030";"348.047619";"1";"0.630000"
"53.416667";"0.177711";"0.869877";"349.375000";"1";"0.550000"
"53.666667";"0.181957";"0.879129";"349.761905";"1";"0.670000"
"55.333333";"0.123180";"0.870194";"348.523810";"1";"0.630000"
"49.238095";"0.326519";"0.844517";"348.380952";"1";"0.510000"
"42.000000";"0.513376";"0.827215";"341.791667";"1";"0.570000"
"53.523810";"0.175346";"0.864186";"349.571429";"1";"0.560000"
"44.162791";"1.146508";"0.813845";"337.837209";"1";"0.590000"
"32.142857";"0.319704";"0.789462";"343.047619";"1";"0.585000"
"52.166667";"0.291251";"0.858079";"345.083333";"1";"0.700000"
"44.476190";"0.328029";"0.827294";"344.238095";"1";"0.510000"
"54.125000";"0.156032";"0.866954";"349.375000";"1";"0.520000"
"50.041667";"0.398305";"0.848351";"346.958333";"1";"0.660000"
"46.625000";"0.317489";"0.833056";"347.791667";"1";"0.520000"
"44.875000";"0.315988";"0.827065";"346.250000";"1";"0.650000"
"49.714286";"0.369188";"0.834947";"346.380952";"1";"0.600000"
"48.761905";"0.495755";"0.820813";"344.952381";"1";"0.536000"
"50.285714";"0.419527";"0.848335";"345.904762";"1";"0.610000"
"52.625000";"0.219180";"0.861619";"346.541667";"1";"0.630000"
"48.000000";"0.126105";"0.856543";"349.761905";"1";"0.592000"
"49.571429";"0.109031";"0.867316";"349.761905";"1";"0.591000"
"49.523810";"0.285433";"0.862110";"345.476190";"1";"0.690000"
"45.458333";"0.257641";"0.827071";"346.875000";"1";"0.510000"
"46.333333";"0.489793";"0.843091";"343.416667";"1";"0.630000"
"55.047619";"0.219200";"0.839215";"348.809524";"1";"0.670000"
"46.465116";"1.108352";"0.823151";"341.441860";"1";"0.520000"
"49.428571";"0.264762";"0.859237";"349.428571";"1";"0.690000"
"54.619048";"0.128659";"0.871762";"349.333333";"1";"0.520000"
"55.380952";"0.183371";"0.872744";"349.571429";"1";"0.660000"
"49.125000";"0.293459";"0.851567";"347.625000";"1";"0.590000"
"36.958333";"0.654841";"0.792373";"341.791667";"1";"0.610000"
"36.952381";"0.431786";"0.778711";"336.571429";"1";"0.500000"
"37.142857";"0.221797";"0.825866";"346.523810";"0";"0.515000"
"47.583333";"0.389278";"0.839313";"347.958333";"1";"0.580000"
"46.857143";"0.189536";"0.849554";"348.714286";"1";"0.550000"
"52.238095";"0.163048";"0.866151";"347.428571";"1";"0.670000"
"56.428571";"0.150724";"0.859808";"349.380952";"1";"0.600000"
"48.372093";"0.727675";"0.821570";"346.604651";"1";"0.542000"
"53.714286";"0.174178";"0.867192";"349.285714";"1";"0.540000"
"42.238095";"0.272561";"0.819994";"346.619048";"1";"0.577000"
"44.190476";"0.570020";"0.822986";"347.857143";"1";"0.610000"
"40.511628";"1.626887";"0.775464";"331.651163";"1";"0.540000"
"52.904762";"0.250079";"0.858565";"349.809524";"1";"0.640000"
"50.047619";"0.282415";"0.855894";"347.142857";"1";"0.670000"
"52.416667";"0.288905";"0.845648";"346.166667";"1";"0.580000"
"51.166667";"0.219065";"0.860307";"347.500000";"1";"0.580000"
"38.208333";"0.521457";"0.818774";"344.125000";"1";"0.500000"
"45.625000";"0.208606";"0.851995";"347.833333";"1";"0.610000"
"51.142857";"0.293759";"0.831348";"350.571429";"1";"0.510000"
"53.875000";"0.201447";"0.871921";"347.541667";"1";"0.560000"
"50.571429";"0.131163";"0.854773";"348.619048";"1";"0.550000"
"53.238095";"0.153307";"0.869398";"349.619048";"1";"0.510000"
"55.238095";"0.235618";"0.848647";"348.571429";"1";"0.640000"
"44.674419";"0.997155";"0.816186";"343.279070";"1";"0.630000"
"48.428571";"0.272837";"0.854686";"347.761905";"1";"0.640000"
"54.916667";"0.209366";"0.870797";"346.708333";"1";"0.620000"
"48.697674";"0.942909";"0.843725";"343.093023";"1";"0.592000"
"44.904762";"0.149608";"0.848632";"348.476190";"1";"0.591000"
"52.190476";"0.166699";"0.868106";"348.904762";"1";"0.680000"
"56.041667";"0.246544";"0.867191";"347.625000";"1";"0.690000"
"54.125000";"0.158667";"0.860601";"349.375000";"1";"0.680000"
"52.000000";"0.179436";"0.858407";"346.250000";"1";"0.660000"
"41.476190";"0.223394";"0.842463";"347.571429";"1";"0.670000"
"54.166667";"0.168146";"0.868471";"349.375000";"1";"0.580000"
"49.348837";"0.682729";"0.827983";"343.255814";"1";"0.700000"
"40.083333";"0.506455";"0.818668";"344.625000";"1";"0.660000"
"47.333333";"0.201574";"0.844406";"348.523810";"1";"0.520000"
"37.441860";"1.611584";"0.775191";"330.767442";"1";"0.510000"
"44.095238";"0.295028";"0.807337";"343.952381";"1";"0.670000"
"51.190476";"0.234309";"0.851935";"349.142857";"1";"0.600000"
"44.238095";"0.265999";"0.846541";"347.571429";"1";"0.541000"
"50.458333";"0.433562";"0.856899";"347.833333";"1";"0.630000"
"33.952381";"0.614599";"0.780638";"348.904762";"1";"0.561000"
"54.761905";"0.228762";"0.856089";"348.571429";"1";"0.540000"
"47.697674";"0.842891";"0.828201";"341.883721";"1";"0.670000"
"35.790698";"2.167202";"0.762999";"330.139535";"1";"0.650000"
"55.375000";"0.175094";"0.869194";"347.291667";"1";"0.690000"
"45.139535";"1.279809";"0.806084";"334.023256";"1";"0.570000"
"50.916667";"0.208218";"0.862736";"348.291667";"1";"0.640000"
"53.208333";"0.262120";"0.861794";"347.375000";"1";"0.620000"
"56.047619";"0.146072";"0.872956";"349.190476";"1";"0.548000"
"51.625000";"0.346893";"0.833687";"344.041667";"1";"0.550000"
"53.142857";"0.139956";"0.874004";"349.619048";"0";"0.580000"
"48.625000";"0.379783";"0.856212";"346.208333";"1";"0.640000"
"49.697674";"0.708129";"0.836241";"344.558140";"1";"0.640000"
"57.904762";"0.115895";"0.876755";"349.238095";"1";"0.511000"
"52.958333";"0.253203";"0.867207";"347.833333";"1";"0.640000"
"42.627907";"0.866095";"0.818225";"342.162791";"1";"0.590000"
"55.142857";"0.232540";"0.847548";"348.571429";"1";"0.600000"
"55.952381";"0.226437";"0.869270";"348.285714";"1";"0.590000"
"40.750000";"0.539246";"0.820229";"342.791667";"1";"0.580000"
"43.837209";"0.918194";"0.814424";"341.139535";"1";"0.660000"
"53.285714";"0.153141";"0.860244";"348.809524";"1";"0.650000"
"40.857143";"0.346310";"0.829924";"347.571429";"1";"0.670000"
"54.458333";"0.266673";"0.868152";"346.333333";"1";"0.590000"
"51.571429";"0.238645";"0.849233";"347.095238";"1";"0.590000"
"43.041667";"0.324781";"0.822339";"346.250000";"1";"0.610000"
"49.416667";"0.466793";"0.835479";"347.833333";"1";"0.670000"
"51.761905";"0.184304";"0.851835";"349.000000";"1";"0.500000"
"53.809524";"0.177303";"0.862320";"349.571429";"1";"0.600000"
"48.523810";"0.081106";"0.855990";"349.238095";"1";"0.513000"
"54.190476";"0.129476";"0.853074";"348.333333";"1";"0.500000"
"41.906977";"1.356128";"0.806617";"332.720930";"1";"0.530000"
"40.904762";"0.138715";"0.828053";"348.666667";"1";"0.541000"
"45.534884";"1.253354";"0.808175";"334.023256";"1";"0.570000"
"44.238095";"0.220513";"0.834443";"347.952381";"1";"0.680000"
"47.142857";"0.280939";"0.840196";"347.190476";"1";"0.650000"
"56.047619";"0.201615";"0.860629";"348.047619";"1";"0.630000"
"52.904762";"0.130504";"0.865534";"349.095238";"1";"0.630000"
"32.209302";"3.333385";"0.756914";"333.604651";"1";"0.540000"
"56.285714";"0.118611";"0.863548";"349.428571";"1";"0.519000"
"34.541667";"0.918209";"0.741038";"335.250000";"1";"0.500000"
"56.523810";"0.256461";"0.861715";"346.714286";"1";"0.510000"
"52.250000";"0.243663";"0.834822";"347.166667";"1";"0.540000"
"37.209302";"1.626920";"0.768192";"328.813953";"1";"0.500000"
"51.000000";"0.150026";"0.869925";"347.761905";"1";"0.581000"
"46.380952";"0.150163";"0.847026";"348.523810";"1";"0.540000"
"43.558140";"1.026186";"0.819133";"342.395349";"1";"0.650000"
"39.333333";"0.755808";"0.800916";"337.476190";"1";"0.540000"
"48.791667";"0.301069";"0.844621";"346.500000";"1";"0.680000"
"48.571429";"0.150585";"0.858558";"347.428571";"1";"0.500000"
"54.238095";"0.140917";"0.871130";"348.190476";"1";"0.538000"
"52.333333";"0.278864";"0.856311";"348.666667";"1";"0.553000"
"42.441860";"1.343584";"0.802137";"332.372093";"1";"0.510000"
"55.904762";"0.091467";"0.865289";"348.476190";"1";"0.610000"
"52.380952";"0.205709";"0.852958";"350.000000";"1";"0.510000"
"47.761905";"0.205606";"0.853266";"348.285714";"1";"0.520000"
"55.083333";"0.219193";"0.856523";"347.166667";"1";"0.620000"
"54.095238";"0.184547";"0.856349";"348.857143";"1";"0.530000"
"41.041667";"0.457264";"0.812102";"344.625000";"1";"0.530000"
"50.142857";"0.212914";"0.853203";"347.428571";"1";"0.610000"
"50.041667";"0.246748";"0.860845";"347.083333";"1";"0.670000"
"46.761905";"0.265340";"0.849207";"347.238095";"1";"0.556000"
"41.860465";"1.486130";"0.819162";"337.372093";"1";"0.610000"
"44.125000";"0.636548";"0.814594";"345.750000";"1";"0.570000"
"52.952381";"0.267459";"0.852555";"349.380952";"1";"0.670000"
"56.047619";"0.252710";"0.872986";"348.571429";"1";"0.520000"
"42.666667";"0.207816";"0.834766";"347.428571";"1";"0.586000"
"54.714286";"0.156041";"0.873252";"349.285714";"1";"0.630000"
"49.809524";"0.427011";"0.831392";"346.571429";"1";"0.500000"
"49.375000";"0.360452";"0.851276";"348.833333";"1";"0.540000"
"47.208333";"0.269547";"0.828196";"346.000000";"1";"0.610000"
"51.750000";"0.180202";"0.859124";"346.250000";"1";"0.650000"
"52.571429";"0.204540";"0.843921";"348.333333";"1";"0.690000"
"46.619048";"0.428279";"0.819668";"346.571429";"1";"0.630000"
"55.916667";"0.220331";"0.863773";"347.333333";"1";"0.700000"
"54.904762";"0.129822";"0.861935";"348.809524";"1";"0.500000"
"42.023256";"1.266578";"0.813170";"339.790698";"1";"0.640000"
"36.458333";"1.152732";"0.744340";"327.166667";"1";"0.640000"
"54.250000";"0.223831";"0.857881";"346.750000";"1";"0.640000"
"44.209302";"0.978150";"0.829981";"341.232558";"1";"0.551000"
"54.291667";"0.268543";"0.873617";"347.416667";"1";"0.570000"
"37.142857";"0.533461";"0.808271";"345.285714";"1";"0.531000"
"56.714286";"0.141484";"0.861821";"349.047619";"1";"0.640000"
"54.904762";"0.117870";"0.861032";"349.047619";"1";"0.560000"
"29.380952";"1.284317";"0.710720";"345.904762";"1";"0.511000"
"45.416667";"0.430606";"0.838837";"346.291667";"1";"0.550000"
"46.904762";"0.361029";"0.838997";"347.000000";"1";"0.650000"
"50.190476";"0.274753";"0.859498";"346.428571";"1";"0.670000"
"54.476190";"0.101191";"0.856882";"348.523810";"1";"0.568000"
"54.166667";"0.170995";"0.868402";"348.583333";"1";"0.610000"
"54.041667";"0.207982";"0.874338";"347.541667";"1";"0.520000"
"35.916667";"0.878203";"0.753254";"331.708333";"1";"0.590000"
"50.125000";"0.380652";"0.846954";"346.958333";"1";"0.660000"
"54.416667";"0.193731";"0.860606";"349.375000";"1";"0.530000"
"47.809524";"0.360085";"0.832860";"347.761905";"1";"0.640000"
"54.208333";"0.214338";"0.868085";"348.666667";"1";"0.610000"
"54.375000";"0.256128";"0.871374";"346.916667";"1";"0.670000"
"50.302326";"0.949368";"0.835925";"341.837209";"1";"0.550000"
"51.291667";"0.234442";"0.835838";"347.166667";"1";"0.650000"
"50.458333";"0.266005";"0.841598";"346.291667";"1";"0.690000"
"48.666667";"0.161956";"0.847105";"349.571429";"1";"0.558000"
"48.958333";"0.192527";"0.861543";"348.458333";"1";"0.570000"
"41.523810";"0.397412";"0.826843";"347.761905";"1";"0.640000"
"45.666667";"0.356505";"0.834795";"346.476190";"1";"0.570000"
"49.041667";"0.269689";"0.862920";"348.000000";"1";"0.550000"
"50.250000";"0.289269";"0.868791";"346.666667";"1";"0.670000"
"51.857143";"0.050914";"0.859473";"349.333333";"1";"0.547000"
"51.500000";"0.271183";"0.840737";"345.958333";"1";"0.540000"
"52.041667";"0.239959";"0.848210";"348.041667";"1";"0.560000"
"47.395349";"0.816576";"0.829164";"342.348837";"1";"0.500000"
"53.904762";"0.212037";"0.863407";"345.761905";"1";"0.570000"
"56.857143";"0.239305";"0.860491";"348.571429";"1";"0.590000"
"49.619048";"0.086508";"0.844152";"349.380952";"1";"0.521000"
"53.833333";"0.163332";"0.866172";"347.375000";"1";"0.690000"
"55.904762";"0.091467";"0.865289";"348.476190";"1";"0.520000"
"54.166667";"0.169039";"0.871736";"348.583333";"1";"0.620000"
"43.791667";"0.407176";"0.832424";"344.666667";"1";"0.540000"
"45.958333";"0.476211";"0.847999";"347.833333";"1";"0.540000"
"53.166667";"0.297114";"0.860049";"347.666667";"1";"0.560000"
"47.333333";"0.568376";"0.839976";"346.952381";"1";"0.640000"
"46.809524";"0.060109";"0.841129";"349.714286";"1";"0.587000"
"37.285714";"0.376076";"0.808343";"345.333333";"1";"0.543000"
"53.761905";"0.289827";"0.855373";"348.095238";"1";"0.530000"
"43.000000";"0.264039";"0.835535";"346.809524";"1";"0.550000"
"53.625000";"0.242093";"0.852083";"347.958333";"1";"0.550000"
"32.333333";"0.812084";"0.749325";"348.666667";"1";"0.565000"
"54.285714";"0.128561";"0.857612";"348.666667";"1";"0.510000"
"55.142857";"0.105822";"0.867933";"348.476190";"1";"0.560000"
"45.708333";"0.421628";"0.833416";"346.583333";"1";"0.570000"
"51.428571";"0.177172";"0.866359";"350.142857";"1";"0.540000"
"54.958333";"0.158415";"0.867370";"348.041667";"1";"0.590000"
"49.750000";"0.247478";"0.862575";"346.666667";"1";"0.610000"
"52.857143";"0.316887";"0.859861";"347.619048";"1";"0.640000"
"53.666667";"0.113644";"0.859038";"349.428571";"1";"0.550000"
"56.047619";"0.177724";"0.863838";"348.904762";"1";"0.510000"
"52.857143";"0.170308";"0.857949";"349.476190";"1";"0.620000"
"47.571429";"0.531459";"0.840116";"347.666667";"1";"0.670000"
"32.767442";"1.845845";"0.739352";"325.232558";"1";"0.530000"
"51.428571";"0.127928";"0.863943";"349.238095";"1";"0.511000"
"45.708333";"0.496131";"0.831386";"345.708333";"1";"0.550000"
"49.041667";"0.318175";"0.834686";"340.291667";"1";"0.650000"
"48.000000";"0.813956";"0.832972";"342.883721";"1";"0.581000"
"51.428571";"0.344101";"0.852675";"348.857143";"1";"0.580000"
"52.904762";"0.245604";"0.857596";"349.571429";"1";"0.640000"
"49.604651";"0.871869";"0.831316";"341.046512";"1";"0.520000"
"48.958333";"0.220702";"0.850637";"348.000000";"1";"0.530000"
"39.238095";"0.283334";"0.825727";"347.619048";"1";"0.553000"
"49.541667";"0.262055";"0.850740";"348.291667";"1";"0.700000"
"52.761905";"0.200386";"0.861345";"348.428571";"1";"0.500000"
"49.625000";"0.403819";"0.851450";"347.916667";"1";"0.620000"
"37.809524";"0.326771";"0.797202";"346.000000";"1";"0.500000"
"40.541667";"0.196764";"0.829620";"346.583333";"1";"0.650000"
"55.500000";"0.207836";"0.873479";"348.666667";"1";"0.620000"
"51.333333";"0.287034";"0.859805";"346.625000";"1";"0.580000"
"51.791667";"0.242071";"0.852578";"348.041667";"1";"0.510000"
"48.476190";"0.321253";"0.848857";"347.095238";"1";"0.510000"
"49.833333";"0.196321";"0.842905";"347.666667";"1";"0.600000"
"53.095238";"0.182722";"0.863447";"349.523810";"1";"0.510000"
"51.904762";"0.232182";"0.860600";"350.571429";"1";"0.610000"
"42.837209";"0.886407";"0.819503";"340.534884";"1";"0.560000"
"49.674419";"0.719972";"0.828924";"343.674419";"1";"0.630000"
"49.534884";"0.816894";"0.829587";"342.790698";"1";"0.500000"
"49.333333";"0.280974";"0.862240";"346.428571";"1";"0.650000"
"56.047619";"0.201615";"0.860629";"348.047619";"1";"0.540000"
"51.523810";"0.122384";"0.868257";"348.952381";"1";"0.670000"
"49.523810";"0.229242";"0.850372";"347.000000";"1";"0.600000"
"56.041667";"0.239252";"0.855340";"346.875000";"1";"0.640000"
"51.857143";"0.232319";"0.868349";"348.428571";"1";"0.510000"
"52.619048";"0.291558";"0.851812";"347.428571";"1";"0.510000"
"49.500000";"0.467090";"0.835764";"347.750000";"1";"0.640000"
"47.380952";"0.559086";"0.838975";"348.333333";"1";"0.650000"
"45.000000";"0.966839";"0.808839";"343.209302";"1";"0.620000"
"41.046512";"1.422444";"0.808618";"333.744186";"1";"0.500000"
"51.095238";"0.222646";"0.855741";"347.095238";"1";"0.520000"
"52.750000";"0.271534";"0.856439";"347.375000";"1";"0.700000"
"51.190476";"0.449989";"0.853351";"346.476190";"1";"0.610000"
"56.083333";"0.271761";"0.872744";"347.833333";"1";"0.530000"
"56.238095";"0.167822";"0.853038";"347.238095";"1";"0.630000"
"49.125000";"0.348565";"0.867445";"346.833333";"1";"0.560000"
"48.023256";"0.802248";"0.827567";"343.511628";"1";"0.500000"
"37.375000";"0.437110";"0.780600";"340.458333";"1";"0.700000"
"48.476190";"0.186061";"0.846090";"346.714286";"1";"0.630000"
"50.875000";"0.348235";"0.853788";"344.625000";"1";"0.610000"
"45.000000";"0.375699";"0.829695";"347.571429";"1";"0.660000"
"53.583333";"0.231317";"0.870944";"347.416667";"1";"0.650000"
"45.571429";"0.114233";"0.853862";"349.428571";"1";"0.531000"
"56.809524";"0.214245";"0.860809";"346.714286";"1";"0.630000"
"43.976744";"0.993777";"0.814252";"340.906977";"1";"0.620000"
"38.714286";"0.156729";"0.801240";"349.380952";"1";"0.547000"
"52.523810";"0.150970";"0.860180";"348.380952";"1";"0.600000"
"48.333333";"0.190982";"0.845030";"348.125000";"1";"0.500000"
"44.750000";"0.235887";"0.829060";"347.875000";"1";"0.540000"
"41.666667";"0.227530";"0.842014";"347.571429";"1";"0.570000"
"56.380952";"0.222917";"0.855009";"345.571429";"1";"0.660000"
"49.291667";"0.235079";"0.845702";"345.166667";"1";"0.700000"
"43.046512";"1.327733";"0.809638";"332.418605";"0";"0.590000"
"44.809524";"0.103497";"0.836038";"349.190476";"1";"0.575000"
"51.857143";"0.140307";"0.863156";"349.380952";"1";"0.680000"
"46.714286";"0.179474";"0.841926";"348.285714";"1";"0.620000"
"45.416667";"0.485978";"0.833818";"342.666667";"1";"0.640000"
"49.000000";"0.265411";"0.841254";"347.428571";"1";"0.530000"
